Customer_ID,Segment,Acquisition_Channel,Signup_Date,Churn_Date,Status,MRR,Lifetime_Value
CUST_0817,SMB,Referral,2024-05-13,,Active,99,792
CUST_0818,SMB,Sales Outbound,2023-04-12,2023-11-08,Churned,99,693
CUST_0819,SMB,Paid Ads,2024-02-01,2024-09-28,Churned,99,792
CUST_0820,SMB,Referral,2023-04-20,,Active,99,2079
CUST_0821,Mid-Market,Organic,2023-02-18,,Active,499,11477
CUST_0822,SMB,Sales Outbound,2023-02-02,,Active,99,2376
CUST_0823,SMB,Referral,2024-03-22,2024-06-20,Churned,99,297
CUST_0824,SMB,Sales Outbound,2024-06-16,2024-07-16,Churned,99,99
CUST_0825,SMB,Referral,2023-09-05,,Active,99,1683
CUST_0826,Enterprise,Referral,2024-01-13,,Active,2500,30000
CUST_0827,SMB,Referral,2024-04-03,2024-09-30,Churned,99,594
CUST_0828,SMB,Referral,2023-12-06,2024-03-05,Churned,99,297
CUST_0829,Mid-Market,Sales Outbound,2024-12-26,,Active,499,499
CUST_0830,SMB,Paid Ads,2023-08-05,2023-12-03,Churned,99,396
CUST_0831,SMB,Sales Outbound,2024-08-14,,Active,99,495
CUST_0832,SMB,Referral,2023-04-29,,Active,99,2079
CUST_0833,SMB,Sales Outbound,2024-10-02,,Active,99,396
CUST_0834,SMB,Sales Outbound,2024-01-09,,Active,99,1188
CUST_0835,SMB,Sales Outbound,2024-07-26,2024-10-24,Churned,99,297
CUST_0836,SMB,Referral,2024-12-18,,Active,99,99
CUST_0837,Enterprise,Sales Outbound,2024-07-19,,Active,2500,15000
CUST_0838,SMB,Organic,2023-04-02,2023-05-02,Churned,99,99
CUST_0839,SMB,Referral,2024-04-29,,Active,99,891
CUST_0840,Mid-Market,Sales Outbound,2023-12-23,,Active,499,6487
CUST_0841,SMB,Organic,2023-05-04,2024-08-26,Churned,99,1584
CUST_0842,Mid-Market,Sales Outbound,2024-01-12,2024-09-08,Churned,499,3992
CUST_0843,SMB,Paid Ads,2024-11-10,,Active,99,198
CUST_0844,Enterprise,Sales Outbound,2024-11-07,,Active,2500,5000
CUST_0845,SMB,Sales Outbound,2024-11-24,,Active,99,198
CUST_0846,SMB,Paid Ads,2023-10-21,,Active,99,1485
CUST_0847,SMB,Referral,2023-11-13,2024-03-12,Churned,99,396
CUST_0848,Enterprise,Paid Ads,2024-07-05,,Active,2500,15000
CUST_0849,SMB,Referral,2023-11-29,,Active,99,1386
CUST_0850,SMB,Paid Ads,2023-09-09,,Active,99,1584
CUST_0851,SMB,Sales Outbound,2023-05-13,2023-07-12,Churned,99,198
CUST_0852,Mid-Market,Sales Outbound,2024-03-11,2024-04-10,Churned,499,499
CUST_0853,SMB,Referral,2024-10-16,2024-11-15,Churned,99,99
CUST_0854,Mid-Market,Referral,2024-03-12,,Active,499,4990
CUST_0855,SMB,Organic,2024-02-01,,Active,99,1188
CUST_0856,SMB,Organic,2024-10-07,2025-01-05,Churned,99,297
CUST_0857,SMB,Sales Outbound,2024-08-31,,Active,99,495
CUST_0858,SMB,Sales Outbound,2024-09-14,2024-12-13,Churned,99,297
CUST_0859,SMB,Organic,2023-07-31,2024-02-26,Churned,99,693
CUST_0860,SMB,Organic,2024-09-09,,Active,99,396
CUST_0861,Mid-Market,Referral,2023-09-02,,Active,499,8483
CUST_0862,SMB,Paid Ads,2023-06-04,,Active,99,1980
CUST_0863,SMB,Referral,2023-03-26,2023-10-22,Churned,99,693
CUST_0864,SMB,Organic,2023-07-02,2024-08-25,Churned,99,1386
CUST_0865,SMB,Sales Outbound,2024-11-02,,Active,99,198
CUST_0866,SMB,Organic,2023-07-25,2024-05-20,Churned,99,990
CUST_0867,SMB,Sales Outbound,2023-03-19,,Active,99,2178
CUST_0868,SMB,Sales Outbound,2024-04-20,,Active,99,891
CUST_0869,Mid-Market,Sales Outbound,2024-07-24,,Active,499,2994
CUST_0870,Enterprise,Sales Outbound,2024-09-25,2024-10-25,Churned,2500,2500
CUST_0871,SMB,Paid Ads,2024-08-09,,Active,99,495
CUST_0872,SMB,Organic,2024-12-28,,Active,99,99
CUST_0873,Mid-Market,Referral,2024-01-11,,Active,499,5988
CUST_0874,SMB,Sales Outbound,2023-12-09,2024-05-07,Churned,99,495
CUST_0875,SMB,Sales Outbound,2023-12-31,,Active,99,1287
CUST_0876,SMB,Referral,2024-08-07,,Active,99,495
CUST_0877,Mid-Market,Referral,2024-10-01,,Active,499,1996
CUST_0878,Mid-Market,Sales Outbound,2023-08-21,2024-03-18,Churned,499,3493
CUST_0879,SMB,Referral,2023-12-17,2024-02-15,Churned,99,198
CUST_0880,SMB,Referral,2024-04-30,,Active,99,891
CUST_0881,SMB,Paid Ads,2024-03-07,,Active,99,990
CUST_0882,Mid-Market,Referral,2024-08-24,2024-11-22,Churned,499,1497
CUST_0883,SMB,Organic,2024-09-01,,Active,99,495
CUST_0884,SMB,Organic,2024-06-01,,Active,99,792
CUST_0885,Mid-Market,Organic,2024-08-20,,Active,499,2495
CUST_0886,SMB,Sales Outbound,2023-03-20,2023-10-16,Churned,99,693
CUST_0887,Mid-Market,Organic,2023-07-20,2024-04-15,Churned,499,4491
CUST_0888,SMB,Paid Ads,2023-03-28,2024-07-20,Churned,99,1584
CUST_0889,SMB,Organic,2023-05-09,,Active,99,2079
CUST_0890,SMB,Sales Outbound,2024-07-08,,Active,99,594
CUST_0891,Mid-Market,Paid Ads,2023-06-07,,Active,499,9980
CUST_0892,Mid-Market,Organic,2024-10-30,2025-01-28,Churned,499,1497
CUST_0893,Mid-Market,Paid Ads,2023-10-26,,Active,499,7485
CUST_0894,SMB,Paid Ads,2023-06-26,,Active,99,1881
CUST_0895,Mid-Market,Sales Outbound,2024-12-21,,Active,499,499
CUST_0896,SMB,Sales Outbound,2024-06-19,,Active,99,693
CUST_0897,SMB,Paid Ads,2024-05-25,,Active,99,792
CUST_0898,Mid-Market,Organic,2024-02-20,,Active,499,5489
CUST_0899,SMB,Sales Outbound,2023-07-05,,Active,99,1881
CUST_0900,SMB,Paid Ads,2024-05-10,,Active,99,792
CUST_0901,SMB,Referral,2023-10-25,2024-09-19,Churned,99,1089
CUST_0902,SMB,Referral,2023-10-02,,Active,99,1584
CUST_0903,SMB,Sales Outbound,2023-01-12,2024-03-07,Churned,99,1386
CUST_0904,SMB,Organic,2023-08-06,2024-03-03,Churned,99,693
CUST_0905,SMB,Referral,2024-07-02,2024-11-29,Churned,99,495
CUST_0906,Mid-Market,Referral,2024-03-21,,Active,499,4990
CUST_0907,Mid-Market,Referral,2024-12-30,,Active,499,499
CUST_0908,SMB,Organic,2023-10-12,2024-03-10,Churned,99,495
CUST_0909,SMB,Organic,2023-10-18,,Active,99,1485
CUST_0910,SMB,Sales Outbound,2024-06-12,,Active,99,693
CUST_0911,SMB,Sales Outbound,2023-04-01,,Active,99,2178
CUST_0912,SMB,Referral,2023-10-08,2025-01-30,Churned,99,1584
CUST_0913,Mid-Market,Organic,2024-07-19,,Active,499,2994
CUST_0914,SMB,Paid Ads,2024-09-28,,Active,99,396
CUST_0915,SMB,Referral,2024-02-06,2024-05-06,Churned,99,297
CUST_0916,SMB,Sales Outbound,2024-09-28,,Active,99,396
CUST_0917,SMB,Organic,2023-10-24,2023-11-23,Churned,99,99
CUST_0918,Enterprise,Sales Outbound,2023-12-09,,Active,2500,32500
CUST_0919,Mid-Market,Sales Outbound,2023-05-19,,Active,499,9980
CUST_0920,SMB,Organic,2023-11-15,2023-12-15,Churned,99,99
CUST_0921,Mid-Market,Referral,2024-12-21,,Active,499,499
CUST_0922,SMB,Organic,2024-12-09,,Active,99,99
CUST_0923,Mid-Market,Referral,2024-11-23,,Active,499,998
CUST_0924,Mid-Market,Sales Outbound,2023-07-28,2024-08-21,Churned,499,6487
CUST_0925,SMB,Organic,2024-12-01,,Active,99,198
CUST_0926,SMB,Paid Ads,2023-10-08,,Active,99,1584
CUST_0927,SMB,Referral,2024-02-10,,Active,99,1089
CUST_0928,SMB,Paid Ads,2023-08-15,2023-11-13,Churned,99,297
CUST_0929,Mid-Market,Referral,2024-10-21,,Active,499,1497
CUST_0930,SMB,Organic,2024-08-09,2024-12-07,Churned,99,396
CUST_0931,SMB,Paid Ads,2023-05-10,2023-06-09,Churned,99,99
CUST_0932,Mid-Market,Organic,2024-03-21,,Active,499,4990
CUST_0933,Enterprise,Referral,2024-11-24,,Active,2500,5000
CUST_0934,SMB,Referral,2024-12-23,,Active,99,99
CUST_0935,SMB,Referral,2024-01-15,,Active,99,1188
CUST_0936,SMB,Referral,2023-04-04,2024-03-29,Churned,99,1188
CUST_0937,SMB,Sales Outbound,2023-10-07,,Active,99,1584
CUST_0938,Enterprise,Referral,2024-09-16,,Active,2500,10000
CUST_0939,SMB,Paid Ads,2023-02-01,2023-05-02,Churned,99,297
CUST_0940,SMB,Referral,2023-08-24,2024-08-18,Churned,99,1188
CUST_0941,SMB,Organic,2024-12-27,2025-01-26,Churned,99,99
CUST_0942,SMB,Sales Outbound,2023-10-24,2025-01-16,Churned,99,1485
CUST_0943,Mid-Market,Paid Ads,2023-05-09,2024-09-30,Churned,499,8483
CUST_0944,Mid-Market,Sales Outbound,2023-06-20,,Active,499,9481
CUST_0945,SMB,Sales Outbound,2023-11-01,,Active,99,1485
CUST_0946,SMB,Sales Outbound,2023-07-04,2023-09-02,Churned,99,198
CUST_0947,SMB,Organic,2023-04-29,,Active,99,2079
CUST_0948,Enterprise,Sales Outbound,2023-06-16,,Active,2500,47500
CUST_0949,Mid-Market,Sales Outbound,2024-07-02,2024-10-30,Churned,499,1996
CUST_0950,SMB,Referral,2024-11-12,,Active,99,198
CUST_0951,Mid-Market,Organic,2024-02-12,,Active,499,5489
CUST_0952,Mid-Market,Paid Ads,2024-06-21,,Active,499,3493
CUST_0953,SMB,Paid Ads,2024-09-28,,Active,99,396
CUST_0954,Enterprise,Paid Ads,2024-06-07,,Active,2500,17500
CUST_0955,SMB,Organic,2024-01-15,,Active,99,1188
CUST_0956,SMB,Paid Ads,2024-10-28,,Active,99,297
CUST_0957,SMB,Organic,2024-10-20,,Active,99,297
CUST_0958,SMB,Referral,2024-04-03,,Active,99,990
CUST_0959,SMB,Referral,2024-07-26,,Active,99,594
CUST_0960,Mid-Market,Organic,2023-02-17,,Active,499,11477
CUST_0961,SMB,Paid Ads,2024-08-30,,Active,99,495
CUST_0962,Mid-Market,Organic,2023-11-24,2023-12-24,Churned,499,499
CUST_0963,SMB,Organic,2023-05-09,,Active,99,2079
CUST_0964,SMB,Sales Outbound,2023-01-19,2024-02-13,Churned,99,1287
CUST_0965,SMB,Organic,2023-04-19,2024-12-09,Churned,99,1980
CUST_0966,SMB,Sales Outbound,2024-04-25,,Active,99,891
CUST_0967,Mid-Market,Referral,2023-10-25,,Active,499,7485
CUST_0968,SMB,Sales Outbound,2024-06-21,,Active,99,693
CUST_0969,SMB,Organic,2024-04-28,,Active,99,891
CUST_0970,SMB,Referral,2023-04-26,,Active,99,2079
CUST_0971,Mid-Market,Sales Outbound,2023-02-27,2024-11-18,Churned,499,10479
CUST_0972,Enterprise,Organic,2024-10-27,,Active,2500,7500
CUST_0973,Mid-Market,Referral,2024-03-08,,Active,499,4990
CUST_0974,SMB,Sales Outbound,2023-09-25,,Active,99,1584
CUST_0975,SMB,Organic,2023-01-19,2024-09-10,Churned,99,1980
CUST_0976,SMB,Organic,2023-06-22,2024-07-16,Churned,99,1287
CUST_0977,SMB,Paid Ads,2024-02-13,,Active,99,1089
CUST_0978,SMB,Paid Ads,2024-09-01,2024-11-30,Churned,99,297
CUST_0979,SMB,Sales Outbound,2024-07-22,,Active,99,594
CUST_0980,SMB,Sales Outbound,2024-03-08,,Active,99,990
CUST_0981,SMB,Sales Outbound,2024-03-13,2024-09-09,Churned,99,594
CUST_0982,Mid-Market,Organic,2023-06-25,2024-05-20,Churned,499,5489
CUST_0983,SMB,Sales Outbound,2023-03-16,2023-10-12,Churned,99,693
CUST_0984,SMB,Organic,2023-04-23,2023-11-19,Churned,99,693
CUST_0985,Mid-Market,Sales Outbound,2023-12-21,2024-12-15,Churned,499,5988
CUST_0986,SMB,Organic,2024-04-25,,Active,99,891
CUST_0987,Mid-Market,Organic,2024-10-28,,Active,499,1497
CUST_0988,SMB,Paid Ads,2024-09-13,2024-10-13,Churned,99,99
CUST_0989,SMB,Referral,2023-01-09,,Active,99,2475
CUST_0990,Mid-Market,Organic,2024-07-23,,Active,499,2994
CUST_0991,Mid-Market,Sales Outbound,2023-02-09,2023-09-07,Churned,499,3493
CUST_0992,Mid-Market,Paid Ads,2023-05-13,,Active,499,9980
CUST_0993,SMB,Sales Outbound,2024-03-16,,Active,99,990
CUST_0994,SMB,Sales Outbound,2024-05-31,,Active,99,792
CUST_0995,SMB,Organic,2023-11-16,,Active,99,1386
CUST_0996,SMB,Organic,2023-08-08,,Active,99,1782
CUST_0997,Enterprise,Referral,2023-09-10,,Active,2500,40000
CUST_0998,SMB,Organic,2024-09-02,2024-11-01,Churned,99,198
CUST_0999,Enterprise,Organic,2024-03-20,,Active,2500,25000
CUST_1000,SMB,Referral,2024-05-24,,Active,99,792
CUST_1001,SMB,Sales Outbound,2023-08-14,,Active,99,1683
CUST_1002,SMB,Referral,2023-06-12,2023-08-11,Churned,99,198
CUST_1003,Mid-Market,Referral,2024-09-09,,Active,499,1996
CUST_1004,Mid-Market,Referral,2023-03-31,2024-04-24,Churned,499,6487
CUST_1005,Mid-Market,Paid Ads,2023-05-09,,Active,499,10479
CUST_1006,Mid-Market,Sales Outbound,2024-11-28,,Active,499,998
CUST_1007,Mid-Market,Paid Ads,2023-05-21,,Active,499,9980
CUST_1008,Mid-Market,Paid Ads,2024-09-20,,Active,499,1996
CUST_1009,SMB,Organic,2023-12-07,,Active,99,1386
CUST_1010,SMB,Referral,2023-12-13,,Active,99,1287
CUST_1011,SMB,Referral,2024-11-13,,Active,99,198
CUST_1012,Enterprise,Paid Ads,2023-09-29,,Active,2500,40000
CUST_1013,Enterprise,Organic,2024-08-14,,Active,2500,12500
CUST_1014,SMB,Organic,2024-12-14,,Active,99,99
CUST_1015,Mid-Market,Organic,2023-02-23,2023-09-21,Churned,499,3493
CUST_1016,Enterprise,Sales Outbound,2024-06-13,,Active,2500,17500
CUST_1017,SMB,Paid Ads,2023-12-09,,Active,99,1287
CUST_1018,SMB,Sales Outbound,2023-10-08,2024-10-02,Churned,99,1188
CUST_1019,Enterprise,Organic,2024-11-02,,Active,2500,5000
CUST_1020,SMB,Organic,2024-12-22,,Active,99,99
CUST_1021,Mid-Market,Organic,2024-10-10,2025-01-08,Churned,499,1497
CUST_1022,SMB,Referral,2024-06-27,2024-12-24,Churned,99,594
CUST_1023,Enterprise,Paid Ads,2024-07-29,,Active,2500,15000
CUST_1024,Enterprise,Referral,2023-05-29,,Active,2500,50000
CUST_1025,Enterprise,Sales Outbound,2023-01-16,,Active,2500,60000
CUST_1026,SMB,Referral,2024-04-17,,Active,99,891
CUST_1027,Mid-Market,Paid Ads,2023-04-29,,Active,499,10479
CUST_1028,Mid-Market,Referral,2024-06-19,,Active,499,3493
CUST_1029,SMB,Organic,2024-08-26,,Active,99,495
CUST_1030,Mid-Market,Sales Outbound,2023-07-24,2024-01-20,Churned,499,2994
CUST_1031,SMB,Sales Outbound,2024-09-28,,Active,99,396
CUST_1032,SMB,Organic,2024-03-26,,Active,99,990
CUST_1033,SMB,Organic,2023-11-24,2024-05-22,Churned,99,594
CUST_1034,SMB,Organic,2024-09-21,,Active,99,396
CUST_1035,SMB,Paid Ads,2023-12-25,,Active,99,1287
CUST_1036,Mid-Market,Referral,2023-08-10,,Active,499,8483
CUST_1037,SMB,Sales Outbound,2023-06-04,,Active,99,1980
CUST_1038,Mid-Market,Referral,2024-07-24,,Active,499,2994
CUST_1039,SMB,Organic,2024-05-19,2024-08-17,Churned,99,297
CUST_1040,SMB,Organic,2023-09-21,,Active,99,1584
CUST_1041,SMB,Referral,2024-08-05,,Active,99,495
CUST_1042,Mid-Market,Sales Outbound,2024-06-06,,Active,499,3493
CUST_1043,SMB,Paid Ads,2024-02-01,,Active,99,1188
CUST_1044,Mid-Market,Referral,2024-10-03,,Active,499,1497
CUST_1045,Mid-Market,Organic,2023-05-17,2023-12-13,Churned,499,3493
CUST_1046,Mid-Market,Organic,2023-05-14,2024-02-08,Churned,499,4491
CUST_1047,SMB,Paid Ads,2023-09-17,2024-09-11,Churned,99,1188
CUST_1048,SMB,Referral,2023-07-12,,Active,99,1782
CUST_1049,Mid-Market,Paid Ads,2023-05-28,2024-02-22,Churned,499,4491
CUST_1050,SMB,Paid Ads,2024-12-23,,Active,99,99
CUST_1051,Mid-Market,Sales Outbound,2023-06-23,2024-02-18,Churned,499,3992
CUST_1052,SMB,Sales Outbound,2024-06-26,,Active,99,693
CUST_1053,Enterprise,Organic,2024-12-30,,Active,2500,2500
CUST_1054,Mid-Market,Referral,2023-05-20,2023-08-18,Churned,499,1497
CUST_1055,Enterprise,Sales Outbound,2024-04-22,,Active,2500,22500
CUST_1056,SMB,Organic,2024-07-14,,Active,99,594
CUST_1057,Mid-Market,Referral,2023-05-31,2024-09-22,Churned,499,7984
CUST_1058,SMB,Organic,2024-03-07,2024-09-03,Churned,99,594
CUST_1059,SMB,Sales Outbound,2024-11-27,,Active,99,198
CUST_1060,Mid-Market,Organic,2023-07-30,,Active,499,8982
CUST_1061,Mid-Market,Referral,2024-01-19,,Active,499,5988
CUST_1062,Enterprise,Referral,2024-12-30,,Active,2500,2500
CUST_1063,Mid-Market,Organic,2024-03-31,,Active,499,4990
CUST_1064,SMB,Referral,2023-11-16,,Active,99,1386
CUST_1065,SMB,Organic,2023-04-07,2023-12-03,Churned,99,792
CUST_1066,Mid-Market,Referral,2024-05-13,,Active,499,3992
CUST_1067,SMB,Organic,2023-01-11,2023-02-10,Churned,99,99
CUST_1068,SMB,Organic,2023-02-17,2023-08-16,Churned,99,594
CUST_1069,SMB,Organic,2023-05-11,,Active,99,2079
CUST_1070,SMB,Paid Ads,2023-10-16,,Active,99,1485
CUST_1071,SMB,Referral,2024-03-12,,Active,99,990
CUST_1072,SMB,Sales Outbound,2024-06-09,,Active,99,693
CUST_1073,SMB,Organic,2024-10-16,,Active,99,297
CUST_1074,SMB,Paid Ads,2024-06-12,,Active,99,693
CUST_1075,Enterprise,Sales Outbound,2023-04-26,2024-02-20,Churned,2500,25000
CUST_1076,SMB,Organic,2024-07-13,2024-08-12,Churned,99,99
CUST_1077,SMB,Sales Outbound,2023-01-24,,Active,99,2376
CUST_1078,Mid-Market,Paid Ads,2023-01-21,,Active,499,11976
CUST_1079,SMB,Sales Outbound,2023-07-02,,Active,99,1881
CUST_1080,Enterprise,Organic,2024-02-22,,Active,2500,27500
CUST_1081,Mid-Market,Sales Outbound,2024-04-12,,Active,499,4491
CUST_1082,SMB,Sales Outbound,2024-10-13,,Active,99,297
CUST_1083,SMB,Organic,2023-03-15,2024-03-09,Churned,99,1188
CUST_1084,Mid-Market,Paid Ads,2023-05-12,,Active,499,9980
CUST_1085,Enterprise,Paid Ads,2023-01-09,,Active,2500,62500
CUST_1086,SMB,Sales Outbound,2023-07-30,2023-08-29,Churned,99,99
CUST_1087,Mid-Market,Referral,2023-06-05,,Active,499,9980
CUST_1088,SMB,Sales Outbound,2024-03-28,2024-10-24,Churned,99,693
CUST_1089,Enterprise,Referral,2023-08-24,,Active,2500,42500
CUST_1090,SMB,Sales Outbound,2023-08-17,2024-08-11,Churned,99,1188
CUST_1091,Enterprise,Paid Ads,2023-08-05,,Active,2500,45000
CUST_1092,Mid-Market,Sales Outbound,2024-06-26,2024-07-26,Churned,499,499
CUST_1093,Mid-Market,Sales Outbound,2024-10-16,,Active,499,1497
CUST_1094,SMB,Referral,2024-03-19,2024-07-17,Churned,99,396
CUST_1095,SMB,Paid Ads,2023-04-28,2024-06-21,Churned,99,1386
CUST_1096,SMB,Referral,2024-05-06,,Active,99,792
CUST_1097,SMB,Sales Outbound,2024-11-13,,Active,99,198
CUST_1098,SMB,Organic,2024-11-23,,Active,99,198
CUST_1099,Mid-Market,Sales Outbound,2024-03-19,,Active,499,4990
CUST_1100,SMB,Sales Outbound,2023-11-24,,Active,99,1386
CUST_1101,SMB,Referral,2023-06-15,2024-08-08,Churned,99,1386
CUST_1102,Enterprise,Organic,2023-02-01,,Active,2500,60000
CUST_1103,Mid-Market,Organic,2023-08-02,,Active,499,8982
CUST_1104,Enterprise,Referral,2024-08-01,,Active,2500,15000
CUST_1105,Enterprise,Paid Ads,2024-07-01,,Active,2500,17500
CUST_1106,SMB,Organic,2024-08-25,,Active,99,495
CUST_1107,SMB,Organic,2024-06-23,2024-12-20,Churned,99,594
CUST_1108,Mid-Market,Referral,2023-03-25,,Active,499,10978
CUST_1109,Mid-Market,Paid Ads,2024-12-01,,Active,499,998
CUST_1110,SMB,Paid Ads,2024-11-27,,Active,99,198
CUST_1111,Mid-Market,Sales Outbound,2024-07-10,,Active,499,2994
CUST_1112,SMB,Sales Outbound,2023-02-11,2023-09-09,Churned,99,693
CUST_1113,SMB,Referral,2024-01-18,,Active,99,1188
CUST_1114,SMB,Paid Ads,2023-11-05,,Active,99,1485
CUST_1115,SMB,Referral,2023-11-27,2024-08-23,Churned,99,891
CUST_1116,SMB,Sales Outbound,2023-12-24,,Active,99,1287
CUST_1117,SMB,Referral,2023-11-11,,Active,99,1386
CUST_1118,Mid-Market,Referral,2024-09-03,,Active,499,1996
CUST_1119,SMB,Organic,2023-10-29,,Active,99,1485
CUST_1120,SMB,Organic,2023-12-09,,Active,99,1287
CUST_1121,Mid-Market,Organic,2024-04-11,,Active,499,4491
CUST_1122,Enterprise,Sales Outbound,2024-12-17,,Active,2500,2500
CUST_1123,Mid-Market,Referral,2023-10-12,,Active,499,7485
CUST_1124,Mid-Market,Organic,2023-08-05,,Active,499,8982
CUST_1125,Mid-Market,Organic,2023-04-04,,Active,499,10978
CUST_1126,SMB,Organic,2024-04-27,,Active,99,891
CUST_1127,SMB,Sales Outbound,2024-11-11,,Active,99,198
CUST_1128,SMB,Sales Outbound,2023-07-07,2024-11-28,Churned,99,1683
CUST_1129,SMB,Referral,2023-04-15,2024-12-05,Churned,99,1980
CUST_1130,SMB,Referral,2023-07-07,2024-01-03,Churned,99,594
CUST_1131,Mid-Market,Referral,2024-01-04,,Active,499,6487
CUST_1132,SMB,Organic,2024-06-17,2024-10-15,Churned,99,396
CUST_1133,SMB,Paid Ads,2024-02-04,,Active,99,1188
CUST_1134,SMB,Sales Outbound,2024-10-12,2025-01-10,Churned,99,297
CUST_1135,Mid-Market,Organic,2023-08-13,,Active,499,8483
CUST_1136,SMB,Organic,2024-10-03,,Active,99,297
CUST_1137,Mid-Market,Referral,2024-04-15,2024-10-12,Churned,499,2994
CUST_1138,SMB,Referral,2024-08-21,,Active,99,495
CUST_1139,SMB,Organic,2024-01-23,,Active,99,1188
CUST_1140,SMB,Sales Outbound,2024-05-15,2024-07-14,Churned,99,198
CUST_1141,Mid-Market,Sales Outbound,2024-02-28,,Active,499,5489
CUST_1142,SMB,Organic,2024-02-03,,Active,99,1188
CUST_1143,Mid-Market,Paid Ads,2024-11-01,,Active,499,1497
CUST_1144,SMB,Paid Ads,2023-05-15,2023-12-11,Churned,99,693
CUST_1145,SMB,Sales Outbound,2024-07-07,,Active,99,594
CUST_1146,Mid-Market,Referral,2023-09-15,,Active,499,7984
CUST_1147,Mid-Market,Paid Ads,2024-09-28,,Active,499,1996
CUST_1148,Mid-Market,Paid Ads,2023-08-24,2024-07-19,Churned,499,5489
CUST_1149,Mid-Market,Referral,2024-11-08,,Active,499,998
CUST_1150,Mid-Market,Paid Ads,2023-03-28,2024-07-20,Churned,499,7984
CUST_1151,Mid-Market,Organic,2024-01-18,,Active,499,5988
CUST_1152,Mid-Market,Paid Ads,2024-09-24,,Active,499,1996
CUST_1153,Mid-Market,Referral,2024-03-12,,Active,499,4990
CUST_1154,Mid-Market,Organic,2024-09-17,,Active,499,1996
CUST_1155,Mid-Market,Paid Ads,2023-03-10,,Active,499,11477
CUST_1156,Mid-Market,Sales Outbound,2024-07-24,,Active,499,2994
CUST_1157,SMB,Organic,2023-12-04,,Active,99,1386
CUST_1158,Mid-Market,Organic,2024-07-21,,Active,499,2994
CUST_1159,Mid-Market,Sales Outbound,2023-01-31,,Active,499,11976
CUST_1160,SMB,Sales Outbound,2023-05-06,,Active,99,2079
CUST_1161,Mid-Market,Paid Ads,2023-10-15,,Active,499,7485
CUST_1162,SMB,Paid Ads,2023-05-19,,Active,99,1980
CUST_1163,SMB,Referral,2024-01-15,,Active,99,1188
CUST_1164,Mid-Market,Referral,2023-12-30,,Active,499,6487
CUST_1165,SMB,Organic,2023-11-17,,Active,99,1386
CUST_1166,Mid-Market,Sales Outbound,2024-09-19,,Active,499,1996
CUST_1167,Mid-Market,Sales Outbound,2023-12-08,,Active,499,6487
CUST_1168,SMB,Referral,2023-02-17,2023-11-14,Churned,99,891
CUST_1169,SMB,Organic,2024-12-10,,Active,99,99
CUST_1170,SMB,Organic,2023-12-07,,Active,99,1386
CUST_1171,Mid-Market,Referral,2023-01-30,2024-01-25,Churned,499,5988
CUST_1172,Enterprise,Referral,2023-09-14,,Active,2500,40000
CUST_1173,Mid-Market,Referral,2024-03-29,,Active,499,4990
CUST_1174,SMB,Paid Ads,2024-03-25,,Active,99,990
CUST_1175,Mid-Market,Organic,2024-10-02,,Active,499,1996
CUST_1176,SMB,Organic,2024-11-03,,Active,99,198
CUST_1177,Mid-Market,Organic,2023-07-19,2024-12-10,Churned,499,8483
CUST_1178,SMB,Referral,2023-01-26,2023-02-25,Churned,99,99
CUST_1179,Mid-Market,Referral,2024-02-10,,Active,499,5489
CUST_1180,SMB,Referral,2024-05-13,2024-09-10,Churned,99,396
CUST_1181,Enterprise,Referral,2023-07-24,,Active,2500,45000
CUST_1182,SMB,Sales Outbound,2024-12-13,,Active,99,99
CUST_1183,Mid-Market,Referral,2023-12-25,,Active,499,6487
CUST_1184,Enterprise,Paid Ads,2023-01-22,,Active,2500,60000
CUST_1185,SMB,Sales Outbound,2023-12-01,,Active,99,1386
CUST_1186,Enterprise,Sales Outbound,2023-12-01,,Active,2500,35000
CUST_1187,Mid-Market,Referral,2023-04-03,,Active,499,10978
CUST_1188,SMB,Organic,2023-05-31,2024-09-22,Churned,99,1584
CUST_1189,SMB,Referral,2023-09-08,2024-08-03,Churned,99,1089
CUST_1190,Mid-Market,Organic,2024-04-23,,Active,499,4491
CUST_1191,SMB,Referral,2023-08-30,2023-10-29,Churned,99,198
CUST_1192,SMB,Referral,2023-12-23,2024-08-19,Churned,99,792
CUST_1193,SMB,Organic,2024-05-26,2024-07-25,Churned,99,198
CUST_1194,Mid-Market,Organic,2024-09-04,,Active,499,1996
CUST_1195,SMB,Organic,2024-11-08,,Active,99,198
CUST_1196,Mid-Market,Organic,2023-10-31,,Active,499,7485
CUST_1197,Enterprise,Paid Ads,2024-12-17,,Active,2500,2500
CUST_1198,Enterprise,Organic,2023-06-21,,Active,2500,47500
CUST_1199,Mid-Market,Referral,2023-12-12,,Active,499,6487
CUST_1200,SMB,Referral,2024-05-29,,Active,99,792
CUST_1201,Mid-Market,Paid Ads,2024-03-08,2024-09-04,Churned,499,2994
CUST_1202,SMB,Organic,2023-04-12,2023-05-12,Churned,99,99
CUST_1203,SMB,Referral,2024-09-14,2024-10-14,Churned,99,99
CUST_1204,SMB,Paid Ads,2023-12-13,2024-06-10,Churned,99,594
CUST_1205,SMB,Referral,2023-04-04,2023-09-01,Churned,99,495
CUST_1206,Mid-Market,Paid Ads,2024-04-10,,Active,499,4491
CUST_1207,Mid-Market,Paid Ads,2023-05-20,,Active,499,9980
