Property_ID,Neighborhood,Square_Feet,Bedrooms,Condition_Score,Listing_Price,Fair_Market_Value,Renovation_Cost,Total_Investment,Cap_Rate_Pct,ROI_Pct,Action_Recommendation
PROP_0264,Seaport,2658,5,8,2874456.49,2722488.0,0,2874456.49,3.98,-5.29,Pass
PROP_0265,South End,1378,3,9,1338252.6,1248567.0,0,1338252.6,4.2,-6.7,Pass
PROP_0266,Fenway,3048,4,6,1826881.25,1827869.0,26019,1852900.25,4.93,-1.35,Pass
PROP_0267,Dorchester,3320,2,2,1200255.97,1452663.0,113483,1313738.97,6.63,10.57,Buy
PROP_0268,Fenway,601,1,7,323368.5,347957.33,20433,343801.5,5.06,1.21,Pass
PROP_0269,Beacon Hill,689,2,2,953291.23,820905.0,115641,1068932.23,3.07,-23.2,Pass
PROP_0270,Back Bay,1486,4,9,2059011.04,1995968.0,0,2059011.04,3.68,-3.06,Pass
PROP_0271,Back Bay,2870,1,8,3972209.22,3508881.0,0,3972209.22,3.36,-11.66,Pass
PROP_0272,Beacon Hill,2313,4,7,2658052.19,2466389.0,10458,2668510.19,3.7,-7.57,Pass
PROP_0273,South End,1707,4,10,1826896.98,1527253.0,0,1826896.98,3.76,-16.4,Pass
PROP_0274,Beacon Hill,621,2,10,747083.74,704662.0,0,747083.74,3.77,-5.68,Pass
PROP_0275,Dorchester,613,3,6,478536.32,360513.0,17179,495715.32,4.36,-27.27,Pass
PROP_0276,Dorchester,2734,4,7,1185327.45,1245160.0,35325,1220652.45,6.12,2.01,Buy
PROP_0277,Back Bay,1284,5,7,1854064.11,1743156.0,36911,1890975.11,3.5,-7.82,Pass
PROP_0278,Dorchester,906,4,3,572861.17,532449.0,110315,683176.17,4.68,-22.06,Pass
PROP_0279,Back Bay,2337,3,6,2100213.77,2998642.0,32462,2132675.77,5.34,40.6,Buy
PROP_0280,Beacon Hill,1830,1,5,2175651.11,1860027.0,22803,2198454.11,3.38,-15.39,Pass
PROP_0281,Beacon Hill,3379,4,8,3421379.88,3568443.0,0,3421379.88,4.17,4.3,Pass
PROP_0282,Seaport,2312,3,2,2123606.51,2262569.67,72015,2195621.51,4.33,3.05,Pass
PROP_0283,Seaport,3225,2,6,3172755.34,3136707.0,22582,3195337.34,4.12,-1.83,Pass
PROP_0284,Beacon Hill,1354,3,1,1831294.47,1499241.0,77490,1908784.47,3.14,-21.46,Pass
PROP_0285,Back Bay,1393,4,7,2226794.23,1844879.0,21561,2248355.23,3.12,-17.95,Pass
PROP_0286,Beacon Hill,1539,2,9,1450917.41,1622142.0,0,1450917.41,4.47,11.8,Pass
PROP_0287,Beacon Hill,2965,4,8,3141205.23,3209588.0,0,3141205.23,4.09,2.18,Pass
PROP_0288,Cambridge,2878,1,9,1789218.06,1892083.33,0,1789218.06,5.08,5.75,Pass
PROP_0289,South End,627,2,5,512770.48,616274.0,30740,543510.48,5.1,13.39,Pass
PROP_0290,Beacon Hill,2646,1,7,2020237.9,2667927.0,13374,2033611.9,5.25,31.19,Buy
PROP_0291,Dorchester,2934,3,3,1633294.5,1325833.0,83397,1716691.5,4.63,-22.77,Pass
PROP_0292,Back Bay,869,2,1,1338017.15,1164060.0,56276,1394293.15,3.17,-16.51,Pass
PROP_0293,South End,2399,3,1,1891409.59,2042699.0,132495,2023904.59,4.54,0.93,Pass
PROP_0294,Seaport,2603,4,5,2010401.29,2664578.67,36928,2047329.29,5.47,30.15,Buy
PROP_0295,Fenway,2255,4,6,1691381.26,1432337.67,10619,1702000.26,4.21,-15.84,Pass
PROP_0296,Back Bay,1874,5,5,2456833.67,2483507.0,35619,2492452.67,3.79,-0.36,Pass
PROP_0297,Dorchester,881,5,7,629760.1,633296.0,11058,640818.1,5.93,-1.17,Buy
PROP_0298,Back Bay,797,5,4,1489729.19,1184804.0,85057,1574786.19,2.86,-24.76,Pass
PROP_0299,Seaport,1839,3,2,2099970.35,1882061.0,95272,2195242.35,3.6,-14.27,Pass
PROP_0300,Dorchester,1808,3,7,949233.13,891985.0,32911,982144.13,5.45,-9.18,Pass
PROP_0301,Dorchester,2261,5,2,812181.97,1182531.0,93753,905934.97,7.83,30.53,Buy
PROP_0302,Fenway,1491,2,6,1008175.71,868396.0,27582,1035757.71,4.19,-16.16,Pass
PROP_0303,Back Bay,2958,2,2,3596915.46,3687609.0,78625,3675540.46,3.81,0.33,Pass
PROP_0304,Cambridge,902,1,4,685872.61,666061.67,81890,767762.61,4.16,-13.25,Pass
PROP_0305,Fenway,1910,5,5,1211851.03,1260953.67,36984,1248835.03,5.05,0.97,Pass
PROP_0306,Cambridge,1609,1,9,1242383.53,1079609.33,0,1242383.53,4.17,-13.1,Pass
PROP_0307,Fenway,3236,1,4,1698902.71,1765748.67,79165,1778067.71,4.97,-0.69,Pass
PROP_0308,Back Bay,2267,3,1,3227237.51,2885365.0,51367,3278604.51,3.34,-11.99,Pass
PROP_0309,Beacon Hill,1421,1,1,1386442.99,1472924.0,77723,1464165.99,4.02,0.6,Pass
PROP_0310,Beacon Hill,1310,5,1,1351606.87,1587714.0,58927,1410533.87,4.5,12.56,Pass
PROP_0311,Seaport,2938,4,10,2012090.67,2972106.33,0,2012090.67,6.2,47.71,Buy
PROP_0312,Fenway,3489,2,2,2281193.84,1988376.0,142059,2423252.84,4.1,-17.95,Pass
PROP_0313,South End,3276,5,9,2684477.0,2821977.0,0,2684477.0,4.73,5.12,Pass
PROP_0314,Fenway,611,5,4,459098.02,607755.67,123770,582868.02,5.21,4.27,Pass
PROP_0315,Fenway,1543,2,5,922999.37,899920.33,10406,933405.37,4.82,-3.59,Pass
PROP_0316,Fenway,3266,5,3,2068384.82,2029029.67,95379,2163763.82,4.69,-6.23,Pass
PROP_0317,Cambridge,1388,5,2,1180377.47,1116716.67,96413,1276790.47,4.2,-12.54,Pass
PROP_0318,Seaport,2516,4,3,3275525.03,2505417.67,104691,3380216.03,3.11,-25.88,Pass
PROP_0319,Beacon Hill,3317,2,1,3520259.09,3379289.0,93596,3613855.09,3.74,-6.49,Pass
PROP_0320,Seaport,3291,2,10,3472647.18,3207965.0,0,3472647.18,3.88,-7.62,Pass
PROP_0321,Seaport,1662,5,7,1551236.59,1814846.0,33486,1584722.59,4.81,14.52,Pass
PROP_0322,Seaport,2959,1,6,2499870.71,2851758.33,19600,2519470.71,4.75,13.19,Pass
PROP_0323,Beacon Hill,1795,5,7,1963374.84,2008673.0,33669,1997043.84,4.02,0.58,Pass
PROP_0324,Beacon Hill,1900,4,8,2330395.36,2144088.0,0,2330395.36,3.68,-7.99,Pass
PROP_0325,Fenway,3025,1,10,1982731.73,1688721.33,0,1982731.73,4.26,-14.83,Pass
PROP_0326,Seaport,3231,1,4,3539089.89,3049684.0,57227,3596316.89,3.56,-15.2,Pass
PROP_0327,South End,745,3,10,671088.71,777571.0,0,671088.71,5.21,15.87,Buy
PROP_0328,Cambridge,2062,2,1,1527211.66,1420107.33,67014,1594225.66,4.28,-10.92,Pass
PROP_0329,Cambridge,3308,1,5,2021141.72,2136687.67,26014,2047155.72,5.01,4.37,Pass
PROP_0330,Beacon Hill,3066,4,9,2505654.7,3256390.0,0,2505654.7,5.2,29.96,Buy
PROP_0331,Back Bay,1520,2,3,1967703.83,1891727.0,54358,2022061.83,3.56,-6.45,Pass
PROP_0332,Back Bay,2177,5,4,3289135.41,2844310.0,67625,3356760.41,3.22,-15.27,Pass
PROP_0333,Back Bay,1725,2,7,1983275.76,2151007.0,16764,2000039.76,4.09,7.55,Pass
PROP_0334,Dorchester,1605,4,6,789872.83,865379.0,12472,802344.83,6.47,7.86,Buy
PROP_0335,Fenway,1307,5,2,821765.1,969306.67,120587,942352.1,5.14,2.86,Pass
PROP_0336,Back Bay,3164,4,8,3179351.7,3983178.0,0,3179351.7,4.76,25.28,Buy
PROP_0337,Fenway,2185,3,3,1472420.42,1310446.33,124069,1596489.42,4.1,-17.92,Pass
PROP_0338,Back Bay,1753,4,6,1607625.4,2272801.0,22075,1629700.4,5.3,39.46,Buy
PROP_0339,South End,2065,4,9,1670788.16,1844828.0,0,1670788.16,4.97,10.42,Pass
PROP_0340,Fenway,910,2,1,772294.42,624066.33,96479,868773.42,3.59,-28.17,Pass
PROP_0341,Back Bay,2531,4,7,3050793.56,3197954.0,14443,3065236.56,3.96,4.33,Pass
PROP_0342,Cambridge,3274,5,5,2761358.23,2336244.33,23395,2784753.23,4.03,-16.11,Pass
PROP_0343,Beacon Hill,3053,2,1,3262793.24,3194878.0,126559,3389352.24,3.77,-5.74,Pass
PROP_0344,Fenway,3107,4,9,1639402.34,1826235.67,0,1639402.34,5.57,11.4,Buy
PROP_0345,Cambridge,940,2,9,556919.36,676015.33,0,556919.36,5.83,21.38,Buy
PROP_0346,Cambridge,3096,3,2,2159733.3,2098867.0,140373,2300106.3,4.38,-8.75,Pass
PROP_0347,Cambridge,2042,3,6,1383378.58,1403648.67,15435,1398813.58,4.82,0.35,Pass
PROP_0348,Dorchester,843,2,3,549169.61,484718.0,126957,676126.61,4.3,-28.31,Pass
PROP_0349,Beacon Hill,2293,3,7,1631252.46,2487031.0,39619,1670871.46,5.95,48.85,Buy
PROP_0350,Beacon Hill,672,5,2,968351.11,896226.0,122909,1091260.11,3.29,-17.87,Pass
PROP_0351,Seaport,2411,2,10,2032564.69,2349161.67,0,2032564.69,4.85,15.58,Buy
PROP_0352,Dorchester,2160,2,1,696538.78,988520.0,141245,837783.78,7.08,17.99,Buy
PROP_0353,Cambridge,2983,5,3,2031610.06,2100371.33,101112,2132722.06,4.73,-1.52,Pass
PROP_0354,Beacon Hill,1648,5,4,1879029.75,1896244.0,66920,1945949.75,3.9,-2.55,Pass
PROP_0355,Beacon Hill,2203,5,4,2098959.83,2492099.0,102188,2201147.83,4.53,13.22,Pass
PROP_0356,Cambridge,2451,5,3,2250395.22,1830166.0,121966,2372361.22,3.7,-22.85,Pass
PROP_0357,Cambridge,2140,3,10,1772147.15,1498246.33,0,1772147.15,4.06,-15.46,Pass
PROP_0358,Back Bay,2992,2,9,3383583.47,3696077.0,0,3383583.47,4.15,9.24,Pass
PROP_0359,Back Bay,1779,3,1,2103058.79,2241206.0,147539,2250597.79,3.78,-0.42,Pass
PROP_0360,Fenway,2395,1,4,1016548.63,1320441.33,148723,1165271.63,5.67,13.32,Buy
PROP_0361,Fenway,723,2,5,512751.26,451022.0,34254,547005.26,4.12,-17.55,Pass
PROP_0362,Fenway,2197,5,7,1197221.39,1452087.33,19956,1217177.39,5.96,19.3,Buy
PROP_0363,Back Bay,2644,5,7,2506346.42,3434749.0,14481,2520827.42,5.18,36.25,Buy
PROP_0364,Cambridge,2197,3,7,1375241.74,1497981.33,35476,1410717.74,5.1,6.19,Pass
PROP_0365,Fenway,2712,5,10,1767236.36,1669140.0,0,1767236.36,4.72,-5.55,Pass
PROP_0366,Beacon Hill,841,5,1,1077390.05,1097532.0,120331,1197721.05,3.67,-8.36,Pass
PROP_0367,Back Bay,3042,5,10,3626458.44,3879700.0,0,3626458.44,4.07,6.98,Pass
PROP_0368,Fenway,3157,4,8,2184586.32,1858854.33,0,2184586.32,4.25,-14.91,Pass
PROP_0369,Beacon Hill,2368,5,6,2258274.0,2594035.0,37177,2295451.0,4.52,13.01,Pass
PROP_0370,Fenway,2668,2,9,1593010.69,1526285.33,0,1593010.69,4.79,-4.19,Pass
PROP_0371,South End,2776,2,1,2066188.35,2320523.0,139097,2205285.35,4.74,5.23,Pass
PROP_0372,Cambridge,841,2,7,603203.7,611304.33,37425,640628.7,4.58,-4.58,Pass
PROP_0373,Cambridge,1375,3,8,1206064.73,1059622.33,0,1206064.73,4.22,-12.14,Pass
PROP_0374,Fenway,678,1,5,424604.58,368699.0,17083,441687.58,4.17,-16.52,Pass
PROP_0375,South End,3096,5,8,2665564.52,2718791.0,0,2665564.52,4.59,2.0,Pass
PROP_0376,Fenway,686,3,4,441652.05,502090.67,59866,501518.05,5.01,0.11,Pass
PROP_0377,Seaport,1035,3,3,1350180.78,1130027.0,78138,1428318.78,3.32,-20.88,Pass
PROP_0378,Seaport,3089,5,9,3631392.9,3159361.67,0,3631392.9,3.65,-13.0,Pass
PROP_0379,Cambridge,2976,2,2,1800901.57,2031518.0,141074,1941975.57,5.02,4.61,Pass
PROP_0380,Dorchester,2427,4,10,1312533.81,1146989.0,0,1312533.81,5.24,-12.61,Pass
PROP_0381,Seaport,2796,4,8,2762746.13,2784827.0,0,2762746.13,4.23,0.8,Pass
PROP_0382,Seaport,1369,5,2,1686489.52,1516804.33,107866,1794355.52,3.55,-15.47,Pass
PROP_0383,Fenway,1121,1,2,714552.06,656145.67,76806,791358.06,4.15,-17.09,Pass
PROP_0384,Back Bay,2288,3,6,3794048.41,2899693.0,22275,3816323.41,2.89,-24.02,Pass
PROP_0385,Back Bay,3061,4,3,3229590.88,3870004.0,148989,3378579.88,4.35,14.55,Pass
PROP_0386,South End,2760,5,7,2033706.15,2485794.0,20736,2054442.15,5.44,21.0,Buy
PROP_0387,Back Bay,1379,1,2,1988085.78,1698750.0,78044,2066129.78,3.12,-17.78,Pass
PROP_0388,Beacon Hill,3308,4,6,3726324.8,3552463.0,33387,3759711.8,3.78,-5.51,Pass
PROP_0389,Dorchester,1369,5,2,806983.54,803331.0,94638,901621.54,5.35,-10.9,Pass
PROP_0390,Seaport,2086,3,5,2248680.94,2093419.33,11724,2260404.94,3.89,-7.39,Pass
PROP_0391,Dorchester,1976,3,6,996905.21,899294.0,28450,1025355.21,5.26,-12.29,Pass
PROP_0392,Beacon Hill,622,5,5,893713.19,851725.0,39806,933519.19,3.65,-8.76,Pass
PROP_0393,Seaport,2783,2,1,3078850.53,2712561.67,105147,3183997.53,3.58,-14.81,Pass
PROP_0394,South End,1884,3,10,1472751.31,1689568.0,0,1472751.31,5.16,14.72,Pass
PROP_0395,Beacon Hill,3120,2,7,2905799.53,3204196.0,24042,2929841.53,4.37,9.36,Pass
PROP_0396,Beacon Hill,1522,2,4,1768808.35,1603656.0,97701,1866509.35,3.44,-14.08,Pass
PROP_0397,Dorchester,2881,2,1,810440.23,1213205.0,113437,923877.23,7.88,31.32,Buy
PROP_0398,Fenway,1637,1,3,996587.56,892939.67,139822,1136409.56,3.93,-21.42,Pass
PROP_0399,Dorchester,1614,3,4,967627.67,828217.0,59596,1027223.67,4.84,-19.37,Pass
PROP_0400,Cambridge,1755,4,5,1322946.16,1279813.0,17909,1340855.16,4.58,-4.55,Pass
PROP_0401,Dorchester,2092,5,6,1273110.83,1116873.0,15891,1289001.83,5.2,-13.35,Pass
PROP_0402,Back Bay,787,1,4,1008888.0,982204.0,86060,1094948.0,3.41,-10.3,Pass
PROP_0403,Beacon Hill,1125,3,5,1085498.97,1241087.0,30815,1116313.97,4.45,11.18,Pass
PROP_0404,Dorchester,3345,4,2,1576321.65,1581059.0,64226,1640547.65,5.78,-3.63,Buy
PROP_0405,Beacon Hill,2806,4,3,2686323.35,2984731.0,118926,2805249.35,4.26,6.4,Pass
PROP_0406,Cambridge,2501,3,10,2044393.5,1762195.67,0,2044393.5,4.14,-13.8,Pass
PROP_0407,Back Bay,1597,5,4,2435235.26,2160334.0,60258,2495493.26,3.29,-13.43,Pass
PROP_0408,Beacon Hill,1031,5,1,1397775.82,1325947.0,83937,1481712.82,3.58,-10.51,Pass
PROP_0409,Dorchester,1430,4,9,705205.48,772288.0,0,705205.48,6.57,9.51,Buy
PROP_0410,Beacon Hill,1619,5,6,2426756.37,1896984.0,28509,2455265.37,3.09,-22.74,Pass
PROP_0411,Seaport,2771,3,10,2264559.85,2700738.67,0,2264559.85,5.01,19.26,Buy
PROP_0412,Cambridge,1436,1,6,1113536.86,1005270.67,12757,1126293.86,4.28,-10.75,Pass
PROP_0413,Back Bay,2500,3,3,3908265.55,3123284.0,133369,4041634.55,2.94,-22.72,Pass
PROP_0414,Fenway,1146,2,4,666047.69,743106.0,52096,718143.69,5.17,3.48,Pass
PROP_0415,Beacon Hill,1303,5,4,1019148.54,1529201.0,79309,1098457.54,5.57,39.21,Buy
PROP_0416,Dorchester,3390,2,4,1439111.74,1500848.0,63975,1503086.74,5.99,-0.15,Buy
PROP_0417,Back Bay,1584,4,8,1763158.01,2074052.0,0,1763158.01,4.47,17.63,Buy
PROP_0418,Dorchester,1475,2,10,829968.24,732573.0,0,829968.24,5.3,-11.73,Pass
PROP_0419,Dorchester,2614,2,6,988843.61,1103496.0,32059,1020902.61,6.49,8.09,Buy
PROP_0420,Beacon Hill,1440,5,7,1047039.53,1645347.0,37717,1084756.53,6.07,51.68,Buy
PROP_0421,Dorchester,3286,2,4,1554306.9,1372327.0,127454,1681760.9,4.9,-18.4,Pass
PROP_0422,Beacon Hill,1543,5,9,1924720.35,1793601.0,0,1924720.35,3.73,-6.81,Pass
PROP_0423,Fenway,764,2,3,526156.38,485694.67,84521,610677.38,3.98,-20.47,Pass
PROP_0424,Seaport,2952,3,9,2947866.08,2912914.0,0,2947866.08,4.15,-1.19,Pass
PROP_0425,Dorchester,3092,1,2,1307976.52,1243104.0,79300,1387276.52,5.38,-10.39,Pass
PROP_0426,Dorchester,1494,2,1,682897.16,662952.0,125415,808312.16,4.92,-17.98,Pass
PROP_0427,Dorchester,1172,2,10,692248.76,590507.0,0,692248.76,5.12,-14.7,Pass
PROP_0428,South End,2690,1,6,2333386.41,2207718.0,27901,2361287.41,4.21,-6.5,Pass
PROP_0429,South End,797,2,10,962421.68,756784.0,0,962421.68,3.54,-21.37,Pass
PROP_0430,Back Bay,1452,5,10,1684208.6,2025857.0,0,1684208.6,4.57,20.29,Buy
PROP_0431,Seaport,697,3,7,837916.23,763457.33,37733,875649.23,3.66,-12.81,Pass
PROP_0432,Seaport,1187,4,1,1199131.67,1328068.67,87823,1286954.67,4.33,3.19,Pass
PROP_0433,South End,2679,5,10,2335210.0,2356019.0,0,2335210.0,4.54,0.89,Pass
PROP_0434,Back Bay,3030,4,4,4021307.86,3816573.0,64939,4086246.86,3.55,-6.6,Pass
PROP_0435,South End,1381,3,9,1103058.3,1261500.0,0,1103058.3,5.15,14.36,Pass
PROP_0436,Fenway,3327,2,8,2375734.79,1864361.0,0,2375734.79,3.92,-21.52,Pass
PROP_0437,Back Bay,1877,3,1,3120770.87,2395351.0,100729,3221499.87,2.83,-25.64,Pass
PROP_0438,Seaport,1611,3,2,1429050.79,1624853.0,82658,1511708.79,4.51,7.48,Pass
PROP_0439,Seaport,3356,3,8,2264206.98,3327252.67,0,2264206.98,6.17,46.95,Buy
PROP_0440,South End,2915,2,4,2766377.75,2431159.0,107828,2874205.75,3.81,-15.41,Pass
PROP_0441,Fenway,3214,1,8,1561269.66,1735171.33,0,1561269.66,5.56,11.14,Buy
PROP_0442,South End,1833,2,7,1747894.59,1523371.0,14943,1762837.59,3.89,-13.58,Pass
PROP_0443,Cambridge,3034,5,2,2402678.74,2187327.33,51898,2454576.74,4.28,-10.89,Pass
PROP_0444,Beacon Hill,639,1,5,713898.76,724120.0,12307,726205.76,3.99,-0.29,Pass
PROP_0445,Beacon Hill,3013,3,9,2965042.73,3115591.0,0,2965042.73,4.2,5.08,Pass
PROP_0446,Fenway,2147,3,2,1115411.42,1325751.67,51283,1166694.42,5.68,13.63,Buy
PROP_0447,Dorchester,1523,2,7,681153.39,685370.0,30095,711248.39,5.78,-3.64,Buy
PROP_0448,Dorchester,2160,3,5,1076965.73,990819.0,10226,1087191.73,5.47,-8.86,Pass
PROP_0449,Beacon Hill,3348,4,9,3771478.61,3595756.0,0,3771478.61,3.81,-4.66,Pass
PROP_0450,Beacon Hill,1995,2,2,1736790.69,2045645.0,102142,1838932.69,4.45,11.24,Pass
PROP_0451,Dorchester,1987,4,5,1128461.09,963688.0,26087,1154548.09,5.01,-16.53,Pass
PROP_0452,Back Bay,1849,3,5,1971721.71,2319387.0,32683,2004404.71,4.4,15.71,Buy
PROP_0453,Dorchester,1841,1,3,704263.56,761956.0,68099,772362.56,5.92,-1.35,Buy
PROP_0454,South End,3193,1,9,3262776.01,2626386.0,0,3262776.01,3.62,-19.5,Pass
PROP_0455,Back Bay,2926,1,3,3410450.25,3583716.0,128112,3538562.25,3.85,1.28,Pass
PROP_0456,South End,1323,5,7,1587639.83,1346369.0,20693,1608332.83,3.77,-16.29,Pass
PROP_0457,Beacon Hill,2848,4,1,2517666.6,3026795.0,71447,2589113.6,4.68,16.9,Buy
PROP_0458,Back Bay,1454,3,5,1379105.91,1943545.0,16370,1395475.91,5.29,39.27,Buy
PROP_0459,South End,1936,5,4,1832857.92,1798900.0,98781,1931638.92,4.19,-6.87,Pass
PROP_0460,South End,2619,4,2,2515449.36,2269152.0,100290,2615739.36,3.9,-13.25,Pass
PROP_0461,Back Bay,1245,3,7,1778613.18,1616746.0,36042,1814655.18,3.39,-10.91,Pass
PROP_0462,Fenway,1977,4,4,870205.92,1290916.0,58472,928677.92,6.95,39.01,Buy
PROP_0463,Cambridge,1023,2,6,825518.03,732418.0,28351,853869.03,4.12,-14.22,Pass
PROP_0464,Dorchester,682,3,4,508385.27,457666.0,125948,634333.27,4.33,-27.85,Pass
PROP_0465,Seaport,3410,4,9,3726823.47,3411888.67,0,3726823.47,3.85,-8.45,Pass
PROP_0466,South End,2131,3,5,1447015.15,1856942.0,24140,1471155.15,5.68,26.22,Buy
PROP_0467,Dorchester,3323,1,9,1324420.64,1378637.0,0,1324420.64,6.25,4.09,Buy
PROP_0468,Cambridge,2967,1,5,2199820.14,1956275.0,28146,2227966.14,4.21,-12.19,Pass
PROP_0469,Seaport,2981,1,4,2616991.7,2853629.67,100139,2717130.7,4.41,5.02,Pass
PROP_0470,Dorchester,2399,2,8,895232.13,1091368.0,0,895232.13,7.31,21.91,Buy
PROP_0471,Beacon Hill,1878,5,1,1741681.76,2152813.0,101631,1843312.76,4.67,16.79,Buy
PROP_0472,Seaport,2293,4,5,2644182.24,2344439.33,27044,2671226.24,3.69,-12.23,Pass
PROP_0473,Cambridge,1948,4,3,1281944.5,1428633.33,57851,1339795.5,5.12,6.63,Pass
PROP_0474,Dorchester,2644,1,3,950933.48,1143036.0,76649,1027582.48,6.67,11.24,Buy
PROP_0475,South End,1419,5,8,1394149.08,1417525.0,0,1394149.08,4.58,1.68,Pass
PROP_0476,Seaport,3180,3,7,3439245.45,3164019.0,27862,3467107.45,3.83,-8.74,Pass
PROP_0477,Beacon Hill,2995,4,6,3827842.41,3244075.0,26300,3854142.41,3.37,-15.83,Pass
PROP_0478,Back Bay,1178,4,9,1515089.2,1563793.0,0,1515089.2,3.92,3.21,Pass
PROP_0479,South End,2392,1,1,1480541.6,2007505.0,56716,1537257.6,5.88,30.59,Buy
PROP_0480,Beacon Hill,1379,2,1,1341075.15,1433378.0,125868,1466943.15,3.91,-2.29,Pass
PROP_0481,Beacon Hill,2244,1,8,2096130.41,2339074.0,0,2096130.41,4.46,11.59,Pass
PROP_0482,Seaport,741,3,6,757597.2,874975.0,20288,777885.2,4.72,12.48,Pass
PROP_0483,Dorchester,1925,1,8,745360.32,828557.0,0,745360.32,6.67,11.16,Buy
PROP_0484,Back Bay,1154,4,10,1708916.29,1630838.0,0,1708916.29,3.63,-4.57,Pass
PROP_0485,South End,1986,1,8,1969452.94,1639752.0,0,1969452.94,3.75,-16.74,Pass
PROP_0486,South End,2172,1,7,1776780.24,1742248.0,26566,1803346.24,4.35,-3.39,Pass
PROP_0487,Dorchester,2174,5,3,1309723.55,1091807.0,71386,1381109.55,4.74,-20.95,Pass
PROP_0488,Back Bay,1956,5,8,3187980.36,2608640.0,0,3187980.36,3.11,-18.17,Pass
PROP_0489,Seaport,1055,5,1,1108016.76,1239950.67,114089,1222105.76,4.26,1.46,Pass
PROP_0490,South End,2750,4,7,2596135.48,2353321.0,30125,2626260.48,4.03,-10.39,Pass
PROP_0491,Back Bay,3078,1,4,3949698.34,3715790.0,73377,4023075.34,3.51,-7.64,Pass
PROP_0492,Seaport,2281,2,2,1940346.98,2217144.33,147938,2088284.98,4.46,6.17,Pass
PROP_0493,Seaport,2374,4,4,1648147.69,2464972.33,145344,1793491.69,5.77,37.44,Buy
PROP_0494,Cambridge,931,2,9,714922.31,663939.33,0,714922.31,4.46,-7.13,Pass
PROP_0495,South End,801,2,10,707096.13,725410.0,0,707096.13,4.62,2.59,Pass
PROP_0496,Dorchester,1509,2,3,746237.84,723794.0,69539,815776.84,5.32,-11.28,Pass
PROP_0497,Fenway,3101,3,2,2022662.1,1815934.67,149932,2172594.1,4.18,-16.42,Pass
PROP_0498,South End,2301,3,1,2039386.06,1946831.0,98438,2137824.06,4.1,-8.93,Pass
PROP_0499,Cambridge,2598,2,5,2227975.84,1733644.0,14669,2242644.84,3.71,-22.7,Pass
PROP_0500,Beacon Hill,648,1,4,834314.1,720982.0,86268,920582.1,3.13,-21.68,Pass
PROP_0501,Beacon Hill,974,1,6,959935.9,1010788.0,38281,998216.9,4.05,1.26,Pass
PROP_0502,Seaport,1653,4,9,1927844.0,1786347.0,0,1927844.0,3.89,-7.34,Pass
PROP_0503,Fenway,2670,3,10,1704456.87,1588047.0,0,1704456.87,4.66,-6.83,Pass
PROP_0504,Cambridge,1741,4,5,1619063.15,1338553.33,26390,1645453.15,3.9,-18.65,Pass
PROP_0505,South End,3068,1,4,3727582.97,2547776.0,121442,3849024.97,2.98,-33.81,Pass
PROP_0506,Beacon Hill,1513,4,1,1668451.04,1707014.0,61120,1729571.04,3.95,-1.3,Pass
PROP_0507,Beacon Hill,2429,5,2,2418286.6,2708239.0,127487,2545773.6,4.26,6.38,Pass
PROP_0508,South End,2063,4,4,1903387.05,1895440.0,57597,1960984.05,4.35,-3.34,Pass
PROP_0509,Cambridge,2637,3,10,1957786.33,1842227.0,0,1957786.33,4.52,-5.9,Pass
PROP_0510,Back Bay,2441,3,7,3039161.37,3082361.0,33173,3072334.37,3.81,0.33,Pass
PROP_0511,Seaport,2331,2,9,2376180.34,2297275.0,0,2376180.34,4.06,-3.32,Pass
PROP_0512,South End,3016,5,1,2242976.41,2674316.0,109500,2352476.41,5.12,13.68,Pass
PROP_0513,Back Bay,1901,4,5,2580573.31,2458916.0,25848,2606421.31,3.58,-5.66,Pass
PROP_0514,Seaport,2952,5,7,2796889.28,3031649.0,27330,2824219.28,4.51,7.34,Pass
PROP_0515,Fenway,2177,2,10,1139282.6,1267948.67,0,1139282.6,5.56,11.29,Buy
PROP_0516,Dorchester,940,4,3,623330.37,617668.0,135376,758706.37,4.88,-18.59,Pass
PROP_0517,Seaport,2227,5,2,2507266.95,2334311.33,76762,2584028.95,3.79,-9.66,Pass
PROP_0518,Fenway,1595,3,10,1153593.48,990086.67,0,1153593.48,4.29,-14.17,Pass
PROP_0519,Dorchester,3434,5,5,2111328.42,1631942.0,28951,2140279.42,4.57,-23.75,Pass
PROP_0520,Beacon Hill,1907,5,5,2370433.52,2197768.0,34842,2405275.52,3.65,-8.63,Pass
PROP_0521,Beacon Hill,2445,5,6,2756464.27,2648630.0,38308,2794772.27,3.79,-5.23,Pass
PROP_0522,Beacon Hill,3042,4,10,2880282.54,3199684.0,0,2880282.54,4.44,11.09,Pass
PROP_0523,Seaport,2205,1,3,2402664.53,2124418.0,110011,2512675.53,3.55,-15.45,Pass
PROP_0524,Back Bay,2371,4,4,2198042.54,3090271.0,122805,2320847.54,5.06,33.15,Buy
PROP_0525,Dorchester,2210,1,7,951705.94,963063.0,30878,982583.94,5.88,-1.99,Buy
PROP_0526,Beacon Hill,2546,3,3,3742242.62,2658991.0,105220,3847462.62,2.76,-30.89,Pass
PROP_0527,Cambridge,681,4,4,575393.33,599654.0,91862,667255.33,4.31,-10.13,Pass
PROP_0528,South End,964,3,6,753994.19,890703.0,31826,785820.19,5.1,13.35,Pass
