SKU_ID,Category,ABC_Class,Unit_Price,Annual_Revenue,Avg_Daily_Sales,Lead_Time_Days,Safety_Stock_Qty,Reorder_Point_Qty,Current_Inventory_Qty,Stock_Status,Inventory_Value
SKU_0580,Sports,C,210.01,209659.26,2.7,19,3.0,55.0,54.0,Healthy,6804.324
SKU_0581,Sports,C,138.78,33210.64,0.7,22,1.0,15.0,36.0,Overstock,2997.6479999999997
SKU_0582,Toys,B,292.12,937648.2,8.8,42,28.0,397.0,933.0,Overstock,163528.776
SKU_0583,Electronics,A,412.87,2884436.28,19.1,17,45.0,370.0,3.0,Critical Low,743.166
SKU_0584,Electronics,B,391.54,912109.51,6.4,28,12.0,190.0,225.0,Healthy,52857.9
SKU_0585,Apparel,B,446.1,694550.16,4.3,17,11.0,84.0,116.0,Healthy,31048.56
SKU_0586,Toys,B,464.78,1035336.57,6.1,5,8.0,38.0,91.0,Overstock,25376.987999999998
SKU_0587,Sports,C,126.68,219007.4,4.7,40,11.0,201.0,250.0,Healthy,19002.0
SKU_0588,Electronics,C,217.69,116461.33,1.5,22,1.0,33.0,17.0,Healthy,2220.438
SKU_0589,Sports,C,17.17,19640.06,3.1,37,13.0,129.0,341.0,Overstock,3512.982
SKU_0590,Electronics,A,440.87,2222576.96,13.8,42,27.0,608.0,330.0,Healthy,87292.26
SKU_0591,Electronics,C,85.74,340181.71,10.9,10,25.0,133.0,119.0,Healthy,6121.835999999999
SKU_0592,Electronics,A,432.12,1425849.88,9.0,21,18.0,208.0,159.0,Healthy,41224.248
SKU_0593,Toys,C,171.4,140044.84,2.2,8,3.0,21.0,1.0,Critical Low,102.84
SKU_0594,Home & Garden,B,190.39,412975.81,5.9,18,19.0,126.0,98.0,Healthy,11194.931999999999
SKU_0595,Sports,C,29.17,5771.72,0.5,34,2.0,21.0,14.0,Healthy,245.028
SKU_0596,Toys,B,170.17,568564.96,9.2,24,18.0,238.0,215.0,Healthy,21951.929999999997
SKU_0597,Toys,A,445.3,6670936.3,41.0,12,43.0,536.0,1235.0,Overstock,329967.3
SKU_0598,Toys,C,22.52,10355.4,1.3,6,2.0,10.0,10.0,Healthy,135.11999999999998
SKU_0599,Toys,C,209.1,279176.36,3.7,41,11.0,161.0,185.0,Healthy,23210.1
SKU_0600,Toys,C,25.39,101622.09,11.0,8,9.0,97.0,114.0,Healthy,1736.676
SKU_0601,Apparel,A,191.75,2325658.73,33.2,14,95.0,560.0,417.0,Healthy,47975.85
SKU_0602,Sports,C,94.59,148987.99,4.3,24,6.0,110.0,143.0,Healthy,8115.822
SKU_0603,Toys,C,133.59,156991.98,3.2,39,4.0,129.0,87.0,Healthy,6973.398
SKU_0604,Sports,C,440.02,111749.72,0.7,14,0.0,10.0,14.0,Healthy,3696.1679999999997
SKU_0605,Apparel,B,223.66,682944.29,8.4,32,27.0,295.0,297.0,Healthy,39856.212
SKU_0606,Apparel,A,144.16,4507798.44,85.7,19,225.0,1852.0,2727.0,Healthy,235874.592
SKU_0607,Sports,B,298.78,1124018.74,10.3,40,24.0,436.0,375.0,Healthy,67225.49999999999
SKU_0608,Electronics,C,79.63,209103.32,7.2,5,6.0,42.0,25.0,Healthy,1194.45
SKU_0609,Home & Garden,B,137.1,544226.33,10.9,26,22.0,304.0,908.0,Overstock,74692.07999999999
SKU_0610,Electronics,B,277.66,738953.08,7.3,31,25.0,251.0,361.0,Healthy,60141.156
SKU_0611,Electronics,C,126.39,128492.15,2.8,33,3.0,95.0,86.0,Healthy,6521.724
SKU_0612,Electronics,A,342.77,2482807.37,19.8,19,67.0,444.0,359.0,Healthy,73832.658
SKU_0613,Toys,B,250.83,886990.49,9.7,14,11.0,147.0,156.0,Healthy,23477.688000000002
SKU_0614,Apparel,B,388.27,1069547.47,7.5,24,30.0,212.0,428.0,Overstock,99707.73599999999
SKU_0615,Electronics,C,474.64,397128.18,2.3,26,3.0,63.0,66.0,Healthy,18795.744
SKU_0616,Apparel,B,66.74,860249.04,35.3,13,86.0,545.0,1316.0,Overstock,52697.903999999995
SKU_0617,Sports,B,173.99,1041856.37,16.4,36,31.0,621.0,754.0,Healthy,78713.07600000002
SKU_0618,Home & Garden,C,166.58,231390.55,3.8,21,4.0,84.0,11.0,Critical Low,1099.428
SKU_0619,Sports,B,84.08,754530.9,24.6,23,88.0,653.0,4.0,Critical Low,201.792
SKU_0620,Sports,B,407.05,604250.9,4.1,44,20.0,199.0,528.0,Overstock,128953.43999999999
SKU_0621,Toys,B,382.34,403448.81,2.9,31,7.0,97.0,0.0,Critical Low,0.0
SKU_0622,Home & Garden,C,247.37,268104.65,3.0,41,12.0,134.0,395.0,Overstock,58626.69
SKU_0623,Sports,C,273.51,88075.07,0.9,38,3.0,36.0,21.0,Healthy,3446.226
SKU_0624,Sports,C,39.18,186060.76,13.0,14,35.0,218.0,316.0,Healthy,7428.527999999999
SKU_0625,Home & Garden,C,282.2,84553.06,0.8,34,2.0,30.0,1.0,Critical Low,169.32
SKU_0626,Home & Garden,C,397.76,245636.21,1.7,25,4.0,47.0,9.0,Critical Low,2147.904
SKU_0627,Sports,C,291.18,65063.43,0.6,25,1.0,17.0,12.0,Healthy,2096.4959999999996
SKU_0628,Home & Garden,C,140.0,340529.49,6.7,38,16.0,270.0,52.0,Critical Low,4368.0
SKU_0629,Sports,B,337.1,759099.72,6.2,13,17.0,97.0,107.0,Healthy,21641.820000000003
SKU_0630,Sports,C,187.13,341008.23,5.0,38,8.0,198.0,546.0,Overstock,61303.78799999999
SKU_0631,Toys,C,276.99,213796.09,2.1,16,2.0,36.0,100.0,Overstock,16619.399999999998
SKU_0632,Electronics,C,248.91,164439.22,1.8,25,5.0,50.0,105.0,Overstock,15681.329999999998
SKU_0633,Sports,B,196.78,926533.93,12.9,24,38.0,347.0,456.0,Healthy,53839.008
SKU_0634,Apparel,B,362.25,504624.67,3.8,10,4.0,42.0,22.0,Healthy,4781.7
SKU_0635,Electronics,A,443.1,1746843.89,10.8,40,29.0,461.0,544.0,Healthy,144627.84
SKU_0636,Electronics,C,12.55,11703.57,2.6,16,8.0,49.0,44.0,Healthy,331.32
SKU_0637,Electronics,A,467.47,1566747.39,9.2,35,18.0,339.0,40.0,Critical Low,11219.28
SKU_0638,Toys,A,260.64,3358417.42,35.3,6,52.0,264.0,382.0,Healthy,59738.687999999995
SKU_0639,Sports,A,353.36,1925660.88,14.9,20,44.0,342.0,333.0,Healthy,70601.328
SKU_0640,Toys,B,429.26,705776.81,4.5,5,5.0,27.0,23.0,Healthy,5923.788
SKU_0641,Sports,B,238.88,877209.25,10.1,8,22.0,103.0,83.0,Healthy,11896.224
SKU_0642,Toys,B,419.14,846865.94,5.5,5,8.0,36.0,34.0,Healthy,8550.456
SKU_0643,Toys,C,97.03,264186.89,7.5,39,22.0,313.0,675.0,Overstock,39297.15
SKU_0644,Apparel,C,87.99,160558.08,5.0,17,11.0,96.0,50.0,Healthy,2639.7
SKU_0645,Toys,B,332.16,735506.61,6.1,35,22.0,235.0,247.0,Healthy,49226.112
SKU_0646,Home & Garden,A,436.37,1517993.65,9.5,24,26.0,255.0,319.0,Healthy,83521.218
SKU_0647,Apparel,C,447.29,366250.0,2.2,11,6.0,30.0,44.0,Healthy,11808.456
SKU_0648,Toys,C,325.43,259366.87,2.2,44,6.0,102.0,106.0,Healthy,20697.348
SKU_0649,Electronics,C,267.49,136315.51,1.4,37,3.0,55.0,131.0,Overstock,21024.714
SKU_0650,Home & Garden,C,172.38,68137.88,1.1,32,2.0,37.0,5.0,Critical Low,517.14
SKU_0651,Home & Garden,C,490.2,306806.34,1.7,24,2.0,43.0,45.0,Healthy,13235.4
SKU_0652,Home & Garden,B,166.65,544244.29,8.9,36,10.0,332.0,870.0,Overstock,86991.3
SKU_0653,Apparel,C,374.65,346122.41,2.5,13,7.0,40.0,39.0,Healthy,8766.81
SKU_0654,Toys,A,270.67,1352058.87,13.7,38,52.0,572.0,690.0,Healthy,112057.38
SKU_0655,Toys,B,308.17,866492.59,7.7,18,20.0,158.0,396.0,Overstock,73221.192
SKU_0656,Electronics,C,202.81,51531.04,0.7,8,1.0,7.0,9.0,Healthy,1095.174
SKU_0657,Electronics,A,482.76,2857319.74,16.2,33,68.0,603.0,472.0,Healthy,136717.63199999998
SKU_0658,Home & Garden,A,290.12,2070219.75,19.5,19,41.0,413.0,281.0,Healthy,48914.231999999996
SKU_0659,Electronics,C,469.52,384217.62,2.2,21,8.0,55.0,41.0,Healthy,11550.192
SKU_0660,Apparel,C,13.72,61265.17,12.2,23,24.0,305.0,870.0,Overstock,7161.840000000001
SKU_0661,Toys,C,290.61,280429.26,2.6,42,13.0,124.0,185.0,Healthy,32257.710000000003
SKU_0662,Home & Garden,B,361.42,1095966.17,8.3,13,19.0,127.0,313.0,Overstock,67874.676
SKU_0663,Electronics,C,375.09,221829.28,1.6,31,3.0,53.0,27.0,Healthy,6076.457999999999
SKU_0664,Apparel,C,453.44,142205.67,0.9,19,2.0,18.0,36.0,Overstock,9794.304
SKU_0665,Apparel,C,12.16,20710.67,4.7,41,15.0,207.0,261.0,Healthy,1904.256
SKU_0666,Electronics,C,10.16,23624.89,6.4,32,9.0,213.0,140.0,Healthy,853.44
SKU_0667,Toys,B,241.41,404001.84,4.6,8,7.0,44.0,5.0,Critical Low,724.2299999999999
SKU_0668,Electronics,C,24.35,15863.14,1.8,25,3.0,48.0,56.0,Healthy,818.1600000000001
SKU_0669,Home & Garden,B,487.52,813703.84,4.6,38,6.0,179.0,179.0,Healthy,52359.648
SKU_0670,Electronics,B,118.81,442675.79,10.2,23,39.0,274.0,279.0,Healthy,19888.793999999998
SKU_0671,Apparel,B,241.61,617437.33,7.0,41,26.0,313.0,162.0,Healthy,23484.492
SKU_0672,Electronics,C,39.96,134149.94,9.2,8,19.0,93.0,105.0,Healthy,2517.48
SKU_0673,Toys,C,265.8,320782.07,3.3,41,13.0,149.0,160.0,Healthy,25516.8
SKU_0674,Sports,A,196.18,2158628.92,30.1,36,72.0,1158.0,35.0,Critical Low,4119.78
SKU_0675,Electronics,C,31.88,20964.28,1.8,16,4.0,32.0,23.0,Healthy,439.944
SKU_0676,Toys,B,174.21,843433.46,13.3,20,36.0,302.0,356.0,Healthy,37211.256
SKU_0677,Toys,A,201.8,2247798.52,30.5,18,103.0,653.0,927.0,Healthy,112241.16
SKU_0678,Apparel,A,495.06,2377759.28,13.2,5,10.0,76.0,71.0,Healthy,21089.556
SKU_0679,Toys,C,111.86,236606.29,5.8,36,26.0,234.0,41.0,Critical Low,2751.756
SKU_0680,Toys,C,276.94,396229.57,3.9,25,15.0,113.0,146.0,Healthy,24259.944
SKU_0681,Toys,A,493.78,4617213.6,25.6,8,44.0,249.0,193.0,Healthy,57179.723999999995
SKU_0682,Toys,C,398.09,194658.9,1.3,13,4.0,21.0,11.0,Healthy,2627.394
SKU_0683,Home & Garden,B,496.75,418250.27,2.3,26,5.0,65.0,133.0,Overstock,39640.65
SKU_0684,Home & Garden,B,484.47,810880.24,4.6,16,15.0,88.0,223.0,Overstock,64822.086
SKU_0685,Apparel,A,249.87,2975849.66,32.6,34,120.0,1229.0,45.0,Critical Low,6746.49
SKU_0686,Electronics,A,351.22,1494112.86,11.7,34,13.0,409.0,1086.0,Overstock,228854.95200000002
SKU_0687,Toys,C,64.12,54119.73,2.3,36,11.0,94.0,90.0,Healthy,3462.48
SKU_0688,Electronics,B,226.16,420325.11,5.1,40,16.0,219.0,210.0,Healthy,28496.16
SKU_0689,Electronics,B,406.42,524444.27,3.5,11,5.0,44.0,64.0,Healthy,15606.528
SKU_0690,Apparel,C,257.61,296444.14,3.2,21,8.0,74.0,5.0,Critical Low,772.83
SKU_0691,Toys,A,354.32,3093372.3,23.9,5,14.0,134.0,172.0,Healthy,36565.824
SKU_0692,Toys,C,375.42,195212.91,1.4,18,3.0,29.0,16.0,Healthy,3604.032
SKU_0693,Sports,A,134.2,2494913.72,50.9,42,236.0,2375.0,2898.0,Healthy,233346.96
SKU_0694,Electronics,A,439.09,3199430.93,20.0,30,19.0,618.0,1306.0,Overstock,344070.92399999994
SKU_0695,Electronics,A,235.31,2349816.65,27.4,31,53.0,901.0,675.0,Healthy,95300.55
SKU_0696,Home & Garden,C,112.99,174848.55,4.2,20,3.0,88.0,4.0,Critical Low,271.176
SKU_0697,Sports,B,434.05,977874.81,6.2,11,9.0,77.0,4.0,Critical Low,1041.72
SKU_0698,Home & Garden,C,214.73,103725.4,1.3,36,5.0,53.0,41.0,Healthy,5282.358
SKU_0699,Home & Garden,B,377.65,542681.84,3.9,29,15.0,129.0,94.0,Healthy,21299.46
SKU_0700,Home & Garden,A,278.54,1358417.83,13.4,35,62.0,530.0,772.0,Healthy,129019.728
SKU_0701,Apparel,A,197.12,2517989.42,35.0,20,89.0,789.0,639.0,Healthy,75575.808
SKU_0702,Apparel,C,406.84,290607.2,2.0,18,3.0,38.0,42.0,Healthy,10252.367999999999
SKU_0703,Home & Garden,B,296.39,515538.51,4.8,29,20.0,158.0,81.0,Healthy,14404.554
SKU_0704,Sports,B,201.38,452937.43,6.2,34,24.0,234.0,316.0,Healthy,38181.648
SKU_0705,Electronics,C,63.7,32182.6,1.4,11,2.0,18.0,22.0,Healthy,840.84
SKU_0706,Sports,A,448.77,2460863.71,15.0,16,38.0,278.0,196.0,Healthy,52775.352
SKU_0707,Toys,C,27.38,30974.68,3.1,7,6.0,28.0,30.0,Healthy,492.84
SKU_0708,Apparel,B,432.96,923640.71,5.8,31,21.0,202.0,267.0,Healthy,69360.192
SKU_0709,Electronics,C,186.38,292246.2,4.3,23,8.0,107.0,57.0,Healthy,6374.196
SKU_0710,Electronics,C,323.28,338134.01,2.9,41,12.0,129.0,129.0,Healthy,25021.871999999996
SKU_0711,Toys,B,461.88,1235200.5,7.3,11,5.0,85.0,74.0,Healthy,20507.472
SKU_0712,Toys,C,84.34,175602.39,5.7,20,11.0,125.0,147.0,Healthy,7438.7880000000005
SKU_0713,Home & Garden,B,287.81,496805.37,4.7,36,12.0,183.0,249.0,Healthy,42998.814
SKU_0714,Apparel,B,384.57,432732.36,3.1,12,3.0,40.0,92.0,Overstock,21228.264
SKU_0715,Apparel,A,381.22,1508601.03,10.8,17,8.0,192.0,280.0,Healthy,64044.96
SKU_0716,Sports,A,267.56,5249170.19,53.7,15,53.0,859.0,58.0,Critical Low,9311.088
SKU_0717,Home & Garden,B,316.12,1008415.97,8.7,24,26.0,235.0,329.0,Healthy,62402.087999999996
SKU_0718,Home & Garden,A,381.19,3397439.1,24.4,22,80.0,617.0,499.0,Healthy,114128.286
SKU_0719,Home & Garden,C,422.1,214675.25,1.4,41,7.0,64.0,64.0,Healthy,16208.64
SKU_0720,Home & Garden,B,383.29,1249181.18,8.9,10,11.0,100.0,74.0,Healthy,17018.076
SKU_0721,Apparel,C,183.46,132596.4,2.0,24,5.0,53.0,44.0,Healthy,4843.344
SKU_0722,Apparel,C,498.4,228429.35,1.3,36,6.0,51.0,58.0,Healthy,17344.319999999996
SKU_0723,Home & Garden,C,222.91,247558.76,3.0,33,5.0,105.0,234.0,Overstock,31296.564
SKU_0724,Sports,C,21.99,247870.07,30.9,8,56.0,303.0,387.0,Healthy,5106.0779999999995
SKU_0725,Electronics,A,187.68,1582738.32,23.1,11,51.0,305.0,850.0,Overstock,95716.8
SKU_0726,Electronics,C,72.61,262145.75,9.9,24,11.0,248.0,292.0,Healthy,12721.271999999999
SKU_0727,Sports,C,69.51,29794.6,1.2,38,5.0,50.0,62.0,Healthy,2585.772
SKU_0728,Home & Garden,C,147.95,315290.47,5.8,40,26.0,259.0,16.0,Critical Low,1420.32
SKU_0729,Apparel,C,36.15,140045.79,10.6,11,7.0,123.0,183.0,Healthy,3969.2699999999995
SKU_0730,Electronics,B,347.37,1156529.33,9.1,37,12.0,350.0,36.0,Critical Low,7503.191999999999
SKU_0731,Toys,C,46.25,13650.14,0.8,19,1.0,16.0,22.0,Healthy,610.5
SKU_0732,Toys,C,109.61,101565.76,2.5,36,6.0,97.0,10.0,Critical Low,657.66
SKU_0733,Sports,C,55.52,138657.6,6.8,26,17.0,195.0,31.0,Critical Low,1032.672
SKU_0734,Home & Garden,C,40.95,210207.77,14.1,44,48.0,667.0,844.0,Healthy,20737.08
SKU_0735,Electronics,C,141.2,27301.84,0.5,33,1.0,19.0,28.0,Healthy,2372.1599999999994
SKU_0736,Home & Garden,B,290.23,644367.18,6.1,29,25.0,202.0,142.0,Healthy,24727.596
SKU_0737,Electronics,A,482.7,1545630.96,8.8,9,11.0,90.0,236.0,Overstock,68350.31999999999
SKU_0738,Sports,A,439.02,3282063.83,20.5,18,17.0,386.0,197.0,Healthy,51892.164
SKU_0739,Sports,A,439.21,2720425.07,17.0,39,38.0,700.0,985.0,Healthy,259573.11
SKU_0740,Toys,B,96.27,522389.76,14.9,6,19.0,108.0,76.0,Healthy,4389.911999999999
SKU_0741,Home & Garden,C,139.8,144381.44,2.8,29,7.0,89.0,94.0,Healthy,7884.72
SKU_0742,Toys,C,47.43,12959.8,0.7,20,1.0,16.0,17.0,Healthy,483.78599999999994
SKU_0743,Home & Garden,B,391.45,658744.17,4.6,20,5.0,97.0,126.0,Healthy,29593.619999999995
SKU_0744,Toys,C,44.21,396648.7,24.6,15,67.0,436.0,537.0,Healthy,14244.462
SKU_0745,Apparel,A,282.78,4060087.59,39.3,39,202.0,1736.0,2311.0,Healthy,392102.74799999996
SKU_0746,Apparel,B,131.46,831720.33,17.3,27,34.0,502.0,1119.0,Overstock,88262.244
SKU_0747,Apparel,B,129.29,583705.35,12.4,9,15.0,127.0,74.0,Healthy,5740.476
SKU_0748,Apparel,A,495.46,2107350.49,11.7,39,42.0,496.0,655.0,Healthy,194715.78
SKU_0749,Electronics,B,380.82,526963.84,3.8,33,14.0,139.0,89.0,Healthy,20335.787999999997
SKU_0750,Apparel,B,420.1,969289.36,6.3,9,8.0,65.0,64.0,Healthy,16131.84
SKU_0751,Sports,A,290.27,5801328.67,54.8,7,110.0,494.0,700.0,Healthy,121913.4
SKU_0752,Sports,C,436.8,380140.54,2.4,10,4.0,28.0,41.0,Healthy,10745.279999999999
SKU_0753,Electronics,A,326.29,6109891.51,51.3,27,123.0,1508.0,119.0,Critical Low,23297.106
SKU_0754,Apparel,B,473.63,867941.57,5.0,6,7.0,37.0,34.0,Healthy,9662.052
SKU_0755,Apparel,A,147.86,1956473.32,36.3,22,135.0,933.0,2797.0,Overstock,248138.652
SKU_0756,Apparel,C,301.71,150418.14,1.4,34,5.0,52.0,54.0,Healthy,9775.403999999999
SKU_0757,Toys,A,348.16,1896758.74,14.9,42,19.0,645.0,327.0,Healthy,68308.992
SKU_0758,Home & Garden,C,202.54,225642.47,3.1,9,4.0,31.0,40.0,Healthy,4860.959999999999
SKU_0759,Toys,C,441.06,217673.31,1.4,15,2.0,23.0,1.0,Critical Low,264.63599999999997
SKU_0760,Home & Garden,A,490.1,1718143.49,9.6,5,8.0,56.0,33.0,Healthy,9703.98
SKU_0761,Apparel,A,251.95,2281816.63,24.8,14,58.0,406.0,609.0,Healthy,92062.52999999998
SKU_0762,Apparel,C,201.41,197073.04,2.7,30,10.0,91.0,113.0,Healthy,13655.597999999998
SKU_0763,Toys,C,241.25,107679.04,1.2,37,5.0,50.0,29.0,Healthy,4197.75
SKU_0764,Toys,B,427.84,1033472.74,6.6,31,30.0,235.0,211.0,Healthy,54164.543999999994
SKU_0765,Home & Garden,B,326.28,792326.97,6.7,16,9.0,116.0,92.0,Healthy,18010.656
SKU_0766,Sports,C,31.94,166323.82,14.3,6,26.0,112.0,260.0,Overstock,4982.639999999999
SKU_0767,Home & Garden,A,275.66,2323513.12,23.1,5,35.0,150.0,139.0,Healthy,22990.044
SKU_0768,Toys,C,18.48,46403.45,6.9,5,6.0,41.0,38.0,Healthy,421.344
SKU_0769,Toys,A,391.48,9785788.29,68.5,37,271.0,2804.0,499.0,Critical Low,117209.11200000001
SKU_0770,Electronics,B,170.87,603137.04,9.7,26,12.0,263.0,159.0,Healthy,16300.998
SKU_0771,Toys,B,241.28,429406.3,4.9,16,13.0,91.0,272.0,Overstock,39376.896
SKU_0772,Electronics,C,401.35,156507.0,1.1,43,4.0,50.0,40.0,Healthy,9632.4
SKU_0773,Sports,C,32.76,64467.19,5.4,40,12.0,228.0,173.0,Healthy,3400.488
SKU_0774,Home & Garden,C,87.69,157942.75,4.9,25,15.0,138.0,23.0,Critical Low,1210.1219999999998
SKU_0775,Home & Garden,A,205.0,1750261.81,23.4,24,67.0,629.0,1785.0,Overstock,219555.0
SKU_0776,Electronics,B,122.66,576263.99,12.9,40,25.0,540.0,369.0,Healthy,27156.924
SKU_0777,Home & Garden,C,175.57,115001.67,1.8,30,2.0,56.0,49.0,Healthy,5161.758
SKU_0778,Toys,A,499.11,1655180.06,9.1,35,24.0,342.0,457.0,Healthy,136855.962
SKU_0779,Apparel,A,414.45,2502234.07,16.5,5,20.0,103.0,60.0,Healthy,14920.199999999999
SKU_0780,Electronics,A,443.11,7477112.87,46.2,42,223.0,2164.0,237.0,Critical Low,63010.242
SKU_0781,Home & Garden,A,469.16,3670502.36,21.4,18,71.0,457.0,1128.0,Overstock,317527.48799999995
SKU_0782,Electronics,B,177.06,1189916.85,18.4,30,52.0,604.0,61.0,Critical Low,6480.396
SKU_0783,Electronics,B,155.57,450936.41,7.9,11,17.0,105.0,298.0,Overstock,27815.916
SKU_0784,Apparel,B,124.69,535902.44,11.8,16,21.0,210.0,121.0,Healthy,9052.493999999999
SKU_0785,Toys,A,416.76,5034411.72,33.1,28,115.0,1042.0,860.0,Healthy,215048.15999999997
SKU_0786,Electronics,C,342.98,186882.96,1.5,23,2.0,36.0,24.0,Healthy,4938.912
SKU_0787,Home & Garden,C,125.72,222940.76,4.9,13,7.0,70.0,63.0,Healthy,4752.215999999999
SKU_0788,Sports,C,194.73,207817.03,2.9,39,11.0,125.0,24.0,Critical Low,2804.1119999999996
SKU_0789,Electronics,B,258.29,1097954.32,11.6,8,6.0,99.0,291.0,Overstock,45097.434
SKU_0790,Electronics,A,268.79,3172686.51,32.3,36,125.0,1289.0,1716.0,Healthy,276746.184
SKU_0791,Apparel,B,445.48,586937.08,3.6,10,8.0,44.0,60.0,Healthy,16037.28
SKU_0792,Toys,C,196.48,30093.95,0.4,32,1.0,14.0,19.0,Healthy,2239.872
SKU_0793,Sports,B,455.18,748568.74,4.5,32,12.0,156.0,205.0,Healthy,55987.13999999999
SKU_0794,Home & Garden,A,226.27,1826286.58,22.1,44,107.0,1080.0,607.0,Healthy,82407.534
SKU_0795,Sports,A,375.72,1931687.19,14.1,33,55.0,520.0,502.0,Healthy,113166.864
SKU_0796,Home & Garden,A,465.82,2100172.53,12.4,9,13.0,124.0,301.0,Overstock,84127.092
SKU_0797,Toys,B,454.71,876392.96,5.3,9,6.0,54.0,58.0,Healthy,15823.908
SKU_0798,Home & Garden,C,37.91,22030.73,1.6,41,6.0,72.0,54.0,Healthy,1228.2839999999999
SKU_0799,Apparel,B,110.8,554561.58,13.7,32,42.0,480.0,676.0,Healthy,44940.48
SKU_0800,Apparel,C,243.68,241501.29,2.7,13,3.0,38.0,43.0,Healthy,6286.9439999999995
SKU_0801,Apparel,A,221.46,8211635.37,101.6,33,216.0,3568.0,7308.0,Overstock,971057.8080000001
SKU_0802,Apparel,A,324.04,1732998.06,14.7,18,47.0,311.0,170.0,Healthy,33052.08
SKU_0803,Sports,B,472.91,635405.76,3.7,42,15.0,169.0,198.0,Healthy,56181.708000000006
SKU_0804,Toys,C,65.08,84273.8,3.5,44,19.0,175.0,159.0,Healthy,6208.632
SKU_0805,Home & Garden,B,231.41,558247.98,6.6,38,27.0,278.0,143.0,Healthy,19854.978
SKU_0806,Home & Garden,C,104.28,210994.67,5.5,41,28.0,255.0,363.0,Healthy,22712.183999999997
SKU_0807,Apparel,A,448.11,4616478.3,28.2,18,37.0,545.0,591.0,Healthy,158899.806
SKU_0808,Apparel,A,482.64,1628022.56,9.2,22,29.0,233.0,140.0,Healthy,40541.759999999995
SKU_0809,Electronics,C,244.56,274145.86,3.1,37,3.0,117.0,314.0,Overstock,46075.104
SKU_0810,Toys,A,60.97,1589177.04,71.4,38,268.0,2981.0,527.0,Critical Low,19278.714
SKU_0811,Sports,B,394.79,1129665.85,7.8,32,21.0,272.0,148.0,Healthy,35057.352
SKU_0812,Home & Garden,A,351.6,2385685.42,18.6,40,46.0,790.0,2049.0,Overstock,432257.04
SKU_0813,Electronics,C,183.79,238902.86,3.6,41,17.0,163.0,25.0,Critical Low,2756.85
SKU_0814,Electronics,A,444.83,1854874.38,11.4,27,43.0,352.0,514.0,Healthy,137185.572
SKU_0815,Home & Garden,A,488.16,1912396.45,10.7,21,9.0,234.0,317.0,Healthy,92848.03199999999
SKU_0816,Sports,C,283.35,79141.72,0.8,15,2.0,13.0,12.0,Healthy,2040.1200000000001
SKU_0817,Electronics,A,287.21,8696485.79,83.0,36,203.0,3189.0,2309.0,Healthy,397900.73399999994
SKU_0818,Electronics,A,155.78,1977068.69,34.8,41,98.0,1523.0,4206.0,Overstock,393126.408
SKU_0819,Toys,B,296.41,496331.69,4.6,19,14.0,101.0,109.0,Healthy,19385.214
SKU_0820,Sports,C,225.42,161968.96,2.0,8,2.0,18.0,19.0,Healthy,2569.7879999999996
SKU_0821,Electronics,B,158.07,646955.02,11.2,43,58.0,540.0,509.0,Healthy,48274.577999999994
SKU_0822,Sports,C,42.92,128449.34,8.2,34,14.0,292.0,286.0,Healthy,7365.072
SKU_0823,Home & Garden,B,133.83,553073.9,11.3,14,26.0,184.0,28.0,Critical Low,2248.344
SKU_0824,Apparel,C,106.95,362993.51,9.3,27,29.0,280.0,339.0,Healthy,21753.63
SKU_0825,Electronics,A,275.6,1364555.31,13.6,28,24.0,404.0,490.0,Healthy,81026.4
SKU_0826,Toys,A,304.82,4668648.04,42.0,40,101.0,1779.0,12.0,Critical Low,2194.704
SKU_0827,Home & Garden,A,308.2,1643552.46,14.6,9,31.0,163.0,194.0,Healthy,35874.479999999996
SKU_0828,Sports,C,200.21,153226.28,2.1,41,9.0,95.0,231.0,Overstock,27749.106
SKU_0829,Home & Garden,A,216.4,2993977.11,37.9,23,69.0,941.0,673.0,Healthy,87382.32
SKU_0830,Electronics,A,418.78,8088654.7,52.9,41,175.0,2345.0,3108.0,Healthy,780940.944
SKU_0831,Sports,A,243.35,28828727.52,324.6,12,231.0,4126.0,5839.0,Healthy,852552.3899999999
SKU_0832,Apparel,C,494.01,346022.17,1.9,11,2.0,23.0,27.0,Healthy,8002.9619999999995
SKU_0833,Home & Garden,B,225.41,813651.62,9.9,44,32.0,467.0,378.0,Healthy,51122.988
SKU_0834,Electronics,C,328.29,72786.84,0.6,17,1.0,11.0,26.0,Overstock,5121.3240000000005
SKU_0835,Toys,C,34.68,181639.29,14.4,41,66.0,655.0,1806.0,Overstock,37579.248
SKU_0836,Sports,B,330.14,461189.08,3.8,31,14.0,132.0,181.0,Healthy,35853.204
SKU_0837,Home & Garden,A,427.2,11585699.55,74.3,22,275.0,1909.0,3917.0,Overstock,1004005.44
SKU_0838,Home & Garden,B,471.8,502285.4,2.9,28,10.0,91.0,81.0,Healthy,22929.48
SKU_0839,Apparel,C,498.69,177168.5,1.0,6,2.0,8.0,10.0,Healthy,2992.14
SKU_0840,Apparel,C,148.27,227157.57,4.2,20,10.0,94.0,71.0,Healthy,6316.302
SKU_0841,Toys,C,291.93,73558.08,0.7,18,2.0,14.0,32.0,Overstock,5605.056
SKU_0842,Toys,A,230.85,1533391.8,18.2,21,68.0,450.0,666.0,Healthy,92247.66
SKU_0843,Electronics,C,286.27,64778.89,0.6,10,1.0,7.0,0.0,Critical Low,0.0
