Client_ID,Annual_Income,Loan_Amount,Loan_Purpose,DTI_Ratio,Default_On_File,PD,Credit_Score,Risk_Rating,Decision,Expected_Loss
CL_02870,35100.0,23628,MEDICAL,0.367075452991453,0,0.8127944607139518,402,Poor,Reject,11522.82451064955
CL_02871,71500.0,15583,EDUCATION,0.12679985174825176,0,0.2306941140637034,723,Good,Approve,2156.9438276728138
CL_02872,10700.0,4551,EDUCATION,0.23765151869158876,0,0.4908640413997613,580,Fair,Reject,1340.3533514461883
CL_02873,29900.0,8792,VENTURE,0.15968212709030102,0,0.24137514849720623,717,Good,Approve,1273.3021833524622
CL_02874,81000.0,29892,MEDICAL,0.2190234814814815,0,0.17240631767977074,755,Very Good,Approve,3092.141788850224
CL_02875,18500.0,26938,DEBT_CONSOLIDATION,0.8151293189189188,0,0.8111225749371322,403,Poor,Reject,13110.01195419388
CL_02876,67600.0,16348,DEBT_CONSOLIDATION,0.13722888461538463,0,0.3092791758218083,679,Good,Approve,3033.6575798009535
CL_02877,31500.0,24847,MEDICAL,0.4272895206349206,1,0.8947655870696554,357,Poor,Reject,13339.344325151835
CL_02878,47100.0,8574,MEDICAL,0.0999935923566879,0,0.22468303910230725,726,Good,Approve,1155.8594263579093
CL_02879,77600.0,21957,MEDICAL,0.16442284407216493,0,0.24443109758005835,715,Good,Approve,3220.1841657392047
CL_02880,47000.0,15111,MEDICAL,0.17707198404255317,0,0.3264029786636974,670,Good,Approve,2959.3652463522785
CL_02881,25500.0,32767,VENTURE,0.723379711764706,1,0.7043984177721272,462,Poor,Reject,13848.613773083574
CL_02882,50900.0,25432,EDUCATION,0.2666113005893909,0,0.2781900649492395,696,Good,Approve,4244.957839073435
CL_02883,24400.0,13210,MEDICAL,0.31874538934426233,0,0.5016269791571846,574,Poor,Reject,3975.8954367998444
CL_02884,42800.0,2209,MEDICAL,0.029950530373831778,0,0.13745044410642035,774,Very Good,Approve,182.17681861864952
CL_02885,17100.0,17553,EDUCATION,0.5974692192982456,1,0.9169232995910849,345,Poor,Reject,9656.852806633386
CL_02886,37000.0,32157,EDUCATION,0.46788434999999995,1,0.575293154819501,533,Poor,Reject,11099.821187718417
CL_02887,74100.0,32736,EDUCATION,0.24834740080971665,0,0.2592358599716614,707,Good,Approve,5091.8070672193835
CL_02888,30400.0,21780,PERSONAL,0.3776035855263158,0,0.4328768625950826,611,Fair,Approve,5656.834840392539
CL_02889,70000.0,16023,DEBT_CONSOLIDATION,0.125585985,0,0.2658086223648886,703,Good,Approve,2555.430933691566
CL_02890,232400.0,20819,MEDICAL,0.04936897977624785,0,0.013974378624840349,842,Exceptional,Approve,174.55955315433073
CL_02891,35700.0,2877,VENTURE,0.047833147058823536,0,0.6247695911597294,506,Poor,Reject,1078.477268259925
CL_02892,52500.0,21436,VENTURE,0.24475828952380954,0,0.2643096590860883,704,Good,Approve,3399.445111301633
CL_02893,48300.0,4248,EDUCATION,0.05025040993788821,0,0.21678263043436272,730,Good,Approve,552.5355684511037
CL_02894,41600.0,11383,VENTURE,0.15425880408653847,0,0.2028237914875959,738,Good,Approve,1385.2459311019825
CL_02895,58300.0,9714,DEBT_CONSOLIDATION,0.09297447684391082,1,0.14933437762407842,767,Very Good,Approve,870.3804865441787
CL_02896,31300.0,33235,MEDICAL,0.5588895287539936,1,0.46071323521024193,596,Fair,Reject,9187.082623327435
CL_02897,24400.0,22989,VENTURE,0.5511706967213115,1,0.5283165178950036,559,Poor,Reject,7287.281057932942
CL_02898,14500.0,3706,DEBT_CONSOLIDATION,0.1470643034482759,1,0.7925607680455768,414,Poor,Reject,1762.3381238261445
CL_02899,29600.0,17219,DEBT_CONSOLIDATION,0.33373446959459463,1,0.4972754040111455,576,Poor,Reject,5137.5511090007485
CL_02900,62400.0,33668,PERSONAL,0.31601518589743594,0,0.3790830455992554,641,Fair,Approve,7657.780787541437
CL_02901,20700.0,3532,PERSONAL,0.10145542028985506,0,0.4502474370448424,602,Fair,Approve,954.1643685854299
CL_02902,42100.0,17849,VENTURE,0.23496237054631827,0,0.2632110089903217,705,Good,Approve,2818.831979680951
CL_02903,33700.0,3537,DEBT_CONSOLIDATION,0.058460207715133536,0,0.7952495601616755,412,Poor,Reject,1687.6786165751078
CL_02904,25000.0,33867,EDUCATION,0.8103018419999998,1,0.8304276053824992,393,Poor,Reject,16874.455026893458
CL_02905,11900.0,9307,PERSONAL,0.44959066806722686,1,0.4830859823331487,584,Fair,Reject,2697.6487425447685
CL_02906,82300.0,30051,DEBT_CONSOLIDATION,0.21501253159173758,0,0.22164963730529635,728,Good,Approve,3996.4759503968758
CL_02907,49500.0,28447,PERSONAL,0.31125040808080806,0,0.3111820044192718,678,Good,Approve,5311.316687829015
CL_02908,179700.0,11302,MEDICAL,0.034516069003895374,1,0.03882314278283954,828,Exceptional,Approve,263.26749583899147
CL_02909,69400.0,7275,DEBT_CONSOLIDATION,0.05811089697406341,0,0.1436230456798171,771,Very Good,Approve,626.9145943924016
CL_02910,81200.0,15730,DEBT_CONSOLIDATION,0.10630341748768472,0,0.13577058325422506,775,Very Good,Approve,1281.402764753376
CL_02911,12700.0,20074,MEDICAL,0.934626472440945,0,0.7780509943041571,422,Poor,Reject,9371.15739579699
CL_02912,12600.0,2902,PERSONAL,0.12974934126984128,0,0.3732520064590725,644,Fair,Approve,649.906393646537
CL_02913,37200.0,14739,MEDICAL,0.23633907258064515,0,0.37371122888077707,644,Fair,Approve,3304.877881484264
CL_02914,18200.0,28351,VENTURE,0.8553590164835165,1,0.682627571097776,474,Poor,Reject,11611.90456091583
CL_02915,24100.0,16685,EDUCATION,0.36540842323651457,1,0.4890086787701194,581,Fair,Reject,4895.465883167665
CL_02916,165300.0,19977,PERSONAL,0.06469865063520872,0,0.0560360918214365,819,Exceptional,Approve,671.6598037901022
CL_02917,74200.0,8139,DEBT_CONSOLIDATION,0.0593752115902965,0,0.12276452428390029,782,Very Good,Approve,599.5082778879987
CL_02918,20700.0,29967,VENTURE,0.8295213043478261,0,0.9698481642151885,316,Poor,Reject,17438.06396222193
CL_02919,8800.0,29786,PERSONAL,1.8230385909090905,0,0.9762879058636543,313,Poor,Reject,17447.82693843288
CL_02920,19700.0,15828,EDUCATION,0.4447909035532994,1,0.5148635509418553,566,Poor,Reject,4889.556170584611
CL_02921,26000.0,8224,DEBT_CONSOLIDATION,0.18492929230769234,0,0.3491923729260284,657,Fair,Approve,1723.0548449661944
CL_02922,29900.0,32371,MEDICAL,0.5785098277591973,1,0.6433109043507887,496,Poor,Reject,12494.77037084363
CL_02923,16900.0,11858,EDUCATION,0.3726148461538462,0,0.4643947120183089,594,Fair,Reject,3304.075497067864
CL_02924,71500.0,34793,PERSONAL,0.27518100000000006,0,0.258967280255708,707,Good,Approve,5406.149149162109
CL_02925,23700.0,1785,DEBT_CONSOLIDATION,0.04348395569620253,0,0.1915841903587437,744,Very Good,Approve,205.1866678742145
CL_02926,53600.0,32114,PERSONAL,0.35547082462686563,0,0.35216763893623027,656,Fair,Approve,6785.706934078859
CL_02927,37500.0,28865,EDUCATION,0.44232725999999994,0,0.3507674563308821,657,Fair,Approve,6074.9415761945465
CL_02928,63800.0,6186,DEBT_CONSOLIDATION,0.05778286363636363,0,0.15634946645082862,764,Very Good,Approve,580.3066796788954
CL_02929,31500.0,8236,EDUCATION,0.1420644634920635,0,0.4176344012970404,620,Fair,Approve,2063.7821574494546
CL_02930,20800.0,34994,PERSONAL,0.9264156778846152,0,0.7599020259891275,432,Poor,Reject,15955.206898478114
CL_02931,25400.0,3640,DEBT_CONSOLIDATION,0.08425740157480316,0,0.21146746946115905,733,Good,Approve,461.8449533031713
CL_02932,25600.0,30617,DEBT_CONSOLIDATION,0.700662869140625,1,0.9320470693318105,337,Poor,Reject,17121.891073039224
CL_02933,125300.0,10992,DEBT_CONSOLIDATION,0.050428980047885076,0,0.10006535483082898,794,Very Good,Approve,659.9510281802833
CL_02934,38000.0,8293,PERSONAL,0.1228564302631579,0,0.38262855367528303,639,Fair,Approve,1903.8831573774733
CL_02935,36400.0,25234,VENTURE,0.36488779945054944,0,0.3347322322466976,665,Fair,Approve,5067.979889107901
CL_02936,61600.0,31748,PERSONAL,0.28142849675324677,0,0.3468086612050722,659,Fair,Approve,6606.28882556318
CL_02937,36300.0,23322,MEDICAL,0.34494715702479345,0,0.4701201183194638,591,Fair,Reject,6578.484839667922
CL_02938,71200.0,7947,VENTURE,0.059027681882022474,1,0.618799802339189,509,Poor,Reject,2950.5612175137207
CL_02939,29000.0,1843,PERSONAL,0.037063365517241376,0,0.28018677708946044,695,Good,Approve,309.8305381055253
CL_02940,27300.0,27216,MEDICAL,0.5332043076923078,0,0.5980854817885092,521,Poor,Reject,9766.49668341364
CL_02941,20200.0,8403,EDUCATION,0.22954333663366336,0,0.32899721871580107,669,Fair,Approve,1658.7381773213258
CL_02942,110200.0,22013,MEDICAL,0.11951341107078041,0,0.1045628560949603,792,Very Good,Approve,1381.0452907310166
CL_02943,34800.0,2604,DEBT_CONSOLIDATION,0.041581689655172414,0,0.24639975450955662,714,Good,Approve,384.9749764457313
CL_02944,18000.0,13862,VENTURE,0.41247151111111113,1,0.47417803688427146,589,Fair,Reject,3943.833568373863
CL_02945,40900.0,12594,PERSONAL,0.17759387530562346,0,0.26949941258009064,701,Good,Approve,2036.445361220197
CL_02946,24600.0,7506,PERSONAL,0.1787251829268293,1,0.32715791619328033,670,Good,Approve,1473.3883913680572
CL_02947,28700.0,34298,DEBT_CONSOLIDATION,0.6524387839721256,1,0.9228184263892363,342,Poor,Reject,18990.495832978813
CL_02948,43800.0,3790,VENTURE,0.050680433789954335,0,0.24333273797257568,716,Good,Approve,553.338646149637
CL_02949,90500.0,13414,VENTURE,0.08083231933701657,0,0.13668129936592832,774,Very Good,Approve,1100.0657698167374
CL_02950,38600.0,26233,DEBT_CONSOLIDATION,0.39213577720207254,0,0.49511513008014285,577,Poor,Reject,7793.013124435432
CL_02951,23700.0,22617,VENTURE,0.5099322341772152,0,0.5344322191528789,556,Poor,Reject,7252.352100348397
CL_02952,26800.0,6792,DEBT_CONSOLIDATION,0.1411874328358209,0,0.26845144771860485,702,Good,Approve,1093.9933397428586
CL_02953,53800.0,33723,MEDICAL,0.35355870167286246,0,0.2538761284368768,710,Good,Approve,5136.878807566078
CL_02954,11200.0,19870,DEBT_CONSOLIDATION,1.0279176785714286,0,0.7963542154235395,412,Poor,Reject,9494.134956279437
CL_02955,19400.0,15924,PERSONAL,0.47094819587628867,0,0.49558307386422484,577,Poor,Reject,4734.998920928349
CL_02956,41300.0,20227,EDUCATION,0.2884673849878935,0,0.29111128871567593,689,Good,Approve,3532.984822111186
CL_02957,13000.0,27306,MEDICAL,1.131728676923077,0,0.9002127436371592,354,Poor,Reject,14748.72550665376
CL_02958,30100.0,29618,PERSONAL,0.5653987641196012,0,0.468028765619253,592,Fair,Reject,8317.24558806662
CL_02959,27300.0,20622,MEDICAL,0.40382861538461534,0,0.504734493818802,572,Poor,Reject,6245.180838918801
CL_02960,61500.0,3689,PERSONAL,0.03364188048780488,0,0.17624477423058824,753,Very Good,Approve,390.100183281984
CL_02961,31300.0,15899,VENTURE,0.28666455750798725,0,0.43880110713788306,608,Fair,Approve,4185.899281431121
CL_02962,74000.0,7954,DEBT_CONSOLIDATION,0.0566507527027027,1,0.6899754161254267,470,Poor,Reject,3292.838675916986
CL_02963,38100.0,26956,PERSONAL,0.37519072965879263,0,0.5029583164706208,573,Poor,Reject,8134.646627269233
CL_02964,105400.0,32089,PERSONAL,0.17900121015180265,1,0.11641544423408201,785,Very Good,Approve,2241.3931140164746
CL_02965,15800.0,22645,VENTURE,0.7832590189873417,1,0.7145096763054799,457,Poor,Reject,9708.042971962555
CL_02966,95800.0,14057,EDUCATION,0.0808424232776618,0,0.19516948518135785,742,Very Good,Approve,1646.0984719166083
CL_02967,28400.0,8870,EDUCATION,0.178977235915493,0,0.21803693169260308,730,Good,Approve,1160.3925504680335
CL_02968,87900.0,18726,DEBT_CONSOLIDATION,0.11537048122866896,0,0.5265788278478848,560,Poor,Reject,5916.429078167694
CL_02969,73900.0,5753,VENTURE,0.041995343031123136,0,0.1317324900536411,777,Very Good,Approve,454.71420916715834
CL_02970,6600.0,8136,MEDICAL,0.686136,1,0.6743717884179884,479,Poor,Reject,3292.013322341252
CL_02971,48400.0,28982,PERSONAL,0.3170055950413223,0,0.3357709454158306,665,Fair,Approve,5838.788124024961
CL_02972,66100.0,26564,DEBT_CONSOLIDATION,0.23861384266263239,0,0.2960512367113152,687,Good,Approve,4718.583031199627
CL_02973,80600.0,1121,EDUCATION,0.008282326302729529,0,0.17144104612435684,755,Very Good,Approve,115.31124762324241
CL_02974,17900.0,3214,MEDICAL,0.10029834636871508,0,0.21552663691400906,731,Good,Approve,415.621566624975
CL_02975,51800.0,11076,VENTURE,0.11561376833976832,0,0.26316210680128177,705,Good,Approve,1748.8700969585982
CL_02976,40800.0,13248,PERSONAL,0.18193270588235294,0,0.23863402548979104,718,Good,Approve,1896.854141813251
CL_02977,47000.0,2962,PERSONAL,0.03355882978723404,0,0.270463418501118,701,Good,Approve,480.6675873601869
CL_02978,66100.0,21407,EDUCATION,0.17969249546142207,0,0.2649265690381913,704,Good,Approve,3402.7698380403367
CL_02979,72700.0,25983,EDUCATION,0.18960084594222834,0,0.2742492054098173,699,Good,Approve,4275.4902624979695
CL_02980,24500.0,30153,DEBT_CONSOLIDATION,0.7113031163265304,1,0.6685428676144197,482,Poor,Reject,12095.143852306557
CL_02981,42600.0,7442,PERSONAL,0.0953309718309859,0,0.22408114038445023,726,Good,Approve,1000.5671080446472
CL_02982,37200.0,19753,PERSONAL,0.2995075174731182,0,0.4093150751556382,624,Fair,Approve,4851.120407729592
CL_02983,31500.0,27738,PERSONAL,0.4631805714285714,1,0.4885119130453811,581,Fair,Reject,8130.206066431668
CL_02984,33300.0,19703,PERSONAL,0.33391555705705706,0,0.803975413396486,407,Poor,Reject,9504.436542090578
CL_02985,40800.0,6555,MEDICAL,0.08438759191176472,0,0.16840167630709732,757,Very Good,Approve,662.3237929158137
CL_02986,25300.0,2892,VENTURE,0.0679448537549407,1,0.3202724924408878,673,Good,Approve,555.7368288834285
CL_02987,61700.0,11489,MEDICAL,0.10476031442463532,0,0.2516444022628844,711,Good,Approve,1734.6855225589675
CL_02988,77800.0,16213,VENTURE,0.11096944087403597,0,0.15607724341434284,764,Very Good,Approve,1518.2882084860444
CL_02989,22200.0,24893,MEDICAL,0.6173912522522522,0,0.5459960401404328,549,Poor,Reject,8154.887656329476
CL_02990,80100.0,2489,DEBT_CONSOLIDATION,0.016420874531835206,1,0.09976660006123257,795,Very Good,Approve,148.9914405314447
CL_02991,22200.0,30753,VENTURE,0.7824006486486487,0,0.7034020557678937,463,Poor,Reject,12979.034052618023
CL_02992,62200.0,27628,PERSONAL,0.23728099035369773,0,0.38759883494361475,636,Fair,Approve,6425.148367093313
CL_02993,80000.0,16982,VENTURE,0.1189801375,0,0.10972750738064192,789,Very Good,Approve,1118.0355182028366
CL_02994,34300.0,27476,PERSONAL,0.438895055393586,1,0.44703225694480536,604,Fair,Approve,7369.594975089282
CL_02995,22300.0,2821,DEBT_CONSOLIDATION,0.07363695515695069,0,0.353961602534794,655,Fair,Approve,599.1154084503922
CL_02996,25500.0,28486,VENTURE,0.6268595647058823,1,0.5364731703194089,554,Poor,Reject,9169.184837831208
CL_02997,45100.0,13552,EDUCATION,0.1768671219512195,0,0.7302368992934434,448,Poor,Reject,5937.702275534846
CL_02998,118000.0,18656,PERSONAL,0.09416536949152542,0,0.1027109596010723,793,Very Good,Approve,1149.7053973905627
CL_02999,13200.0,31814,VENTURE,1.4405475606060605,1,0.9522710331148909,326,Poor,Reject,18177.330388510283
CL_03000,38600.0,12058,MEDICAL,0.1700927720207254,0,0.3645911886750392,649,Fair,Approve,2637.7443318261735
CL_03001,34400.0,9888,VENTURE,0.16744925581395348,0,0.227292998327757,724,Good,Approve,1348.4839004789167
CL_03002,27600.0,11556,PERSONAL,0.23356936956521734,0,0.33906714726822124,663,Fair,Approve,2350.9559722989384
CL_03003,34600.0,21598,EDUCATION,0.3476591358381503,0,0.5465490304762822,549,Poor,Reject,7082.619576136046
CL_03004,26200.0,20225,EDUCATION,0.45552566793893123,1,0.9190581287770829,344,Poor,Reject,11152.770392709901
CL_03005,76600.0,25325,MEDICAL,0.17719234660574412,0,0.1522709933798834,766,Very Good,Approve,2313.757744407328
CL_03006,81300.0,29320,DEBT_CONSOLIDATION,0.20226472324723246,0,0.18049872140587742,750,Very Good,Approve,3175.3335069721957
CL_03007,38300.0,6363,EDUCATION,0.09460601436031332,1,0.8127190589369521,403,Poor,Reject,3102.798823209496
CL_03008,33400.0,17300,DEBT_CONSOLIDATION,0.27449505988023953,0,0.36286314179660584,650,Fair,Approve,3766.5194118487684
CL_03009,27000.0,2117,PERSONAL,0.046248609259259256,0,0.35291012982073866,655,Fair,Approve,448.2664468983022
CL_03010,38300.0,33295,VENTURE,0.4769095822454308,1,0.39537992058071464,632,Fair,Approve,7898.504673440936
CL_03011,110100.0,8447,DEBT_CONSOLIDATION,0.044057127611262493,0,0.08831521717782918,801,Exceptional,Approve,447.59918370067385
CL_03012,34100.0,18196,PERSONAL,0.3172827448680352,0,0.4647380780469137,594,Fair,Reject,5073.824440884984
CL_03013,21900.0,33805,PERSONAL,0.8937486301369861,1,0.7807429954092476,420,Poor,Reject,15835.81017588577
CL_03014,28600.0,3460,PERSONAL,0.07155304195804195,0,0.3794878797379741,641,Fair,Approve,787.8168383360342
CL_03015,57100.0,21103,MEDICAL,0.19595114886164625,0,0.7271318881776441,450,Poor,Reject,9206.798541727694
CL_03016,23600.0,10046,MEDICAL,0.23920973305084745,0,0.3144629050747632,677,Good,Approve,1895.4566066286427
CL_03017,35600.0,11440,DEBT_CONSOLIDATION,0.18231696629213487,0,0.2477274204232565,713,Good,Approve,1700.4010137852324
CL_03018,48200.0,5042,PERSONAL,0.060326170124481326,0,0.19235016541797892,744,Very Good,Approve,581.8977204224698
CL_03019,24700.0,16329,DEBT_CONSOLIDATION,0.35285845141700395,1,0.5932768827612936,523,Poor,Reject,5812.570931165498
CL_03020,12600.0,34461,EDUCATION,1.5705737499999999,0,0.9495881897908609,327,Poor,Reject,19634.255165029714
CL_03021,19100.0,9739,DEBT_CONSOLIDATION,0.27327837958115186,1,0.8849664155079795,363,Poor,Reject,5171.212752379327
CL_03022,21700.0,6976,VENTURE,0.17039764055299542,1,0.4173944214396576,620,Fair,Approve,1747.046090377831
CL_03023,31700.0,34890,PERSONAL,0.6165734384858045,0,0.5592736806974629,542,Poor,Reject,11707.835231720688
CL_03024,37300.0,5368,DEBT_CONSOLIDATION,0.08203829490616621,1,0.7240594758631003,451,Poor,Reject,2332.0507598598733
CL_03025,59500.0,4023,MEDICAL,0.040355084873949586,0,0.10487173107433795,792,Very Good,Approve,253.1393844672369
CL_03026,17400.0,9975,VENTURE,0.33100948275862074,1,0.8198161980952241,399,Poor,Reject,4906.599945599916
CL_03027,54600.0,26785,DEBT_CONSOLIDATION,0.2793047573260073,0,0.35390035039202355,655,Fair,Approve,5687.53253115021
CL_03028,29100.0,10522,DEBT_CONSOLIDATION,0.1956513470790378,0,0.31296837015926227,677,Good,Approve,1975.8319144894544
CL_03029,12400.0,15176,DEBT_CONSOLIDATION,0.6564843870967743,0,0.735956913943764,445,Poor,Reject,6701.3292756063365
CL_03030,36600.0,22433,MEDICAL,0.3497035013661202,1,0.8810757693103665,365,Poor,Reject,11859.103639763669
CL_03031,80000.0,19605,DEBT_CONSOLIDATION,0.13275035624999998,0,0.17925007201247223,751,Very Good,Approve,2108.5185970827106
CL_03032,61700.0,20126,EDUCATION,0.18853854132901132,0,0.2201593411482435,728,Good,Approve,2658.5561399697294
CL_03033,34700.0,2096,EDUCATION,0.032231285302593664,0,0.20989439001249097,734,Good,Approve,263.96318487970865
CL_03034,71400.0,25575,EDUCATION,0.1971674894957983,0,0.1800743415282827,750,Very Good,Approve,2763.240770751498
CL_03035,40800.0,30840,DEBT_CONSOLIDATION,0.4406794117647058,0,0.42391151262556076,616,Fair,Approve,7844.058629623376
CL_03036,65400.0,19487,VENTURE,0.17501054204892966,0,0.15369468444984008,765,Very Good,Approve,1797.0289895244202
CL_03037,13400.0,5729,MEDICAL,0.2355303059701492,0,0.332828276554207,666,Fair,Approve,1144.0639178274312
CL_03038,17200.0,16229,EDUCATION,0.5099868895348837,1,0.6874244296085792,471,Poor,Reject,6693.726640870579
CL_03039,56200.0,21046,EDUCATION,0.2235107669039146,0,0.33799050680262466,664,Fair,Approve,4268.008923700823
CL_03040,91500.0,32185,VENTURE,0.2047528797814208,0,0.25569026301120995,709,Good,Approve,4937.634669009475
CL_03041,46600.0,23381,EDUCATION,0.29379280150214593,1,0.8026657002664026,408,Poor,Reject,11260.276042757254
CL_03042,26900.0,5174,MEDICAL,0.1041916654275093,0,0.22641595214334934,725,Good,Approve,702.8856818338137
CL_03043,21800.0,12764,VENTURE,0.32603822935779814,0,0.37227928520120623,645,Fair,Approve,2851.0636777849177
CL_03044,30100.0,22882,PERSONAL,0.4029816677740864,0,0.5919887996306665,524,Poor,Reject,8127.532627889347
CL_03045,75200.0,7883,MEDICAL,0.055893824468085114,0,0.17962129976876892,751,Very Good,Approve,849.5728236463233
CL_03046,29600.0,5220,MEDICAL,0.09550307432432434,0,0.17112392410142388,755,Very Good,Approve,535.9601302856596
CL_03047,68100.0,29293,DEBT_CONSOLIDATION,0.23561293318649043,0,0.8151370073177637,401,Poor,Reject,14326.68501321555
CL_03048,53700.0,25656,PERSONAL,0.28656366480446926,0,0.32188313888246695,672,Good,Approve,4954.940286701143
CL_03049,101600.0,1174,PERSONAL,0.0064321564960629915,0,0.14892599689913913,768,Very Good,Approve,104.9034722157536
CL_03050,41000.0,11104,VENTURE,0.1563632780487805,0,0.19519895568030493,742,Very Good,Approve,1300.4935223244636
CL_03051,35300.0,26966,EDUCATION,0.45288365722379603,1,0.48085347223473834,585,Fair,Reject,7780.016839369172
CL_03052,70200.0,18822,PERSONAL,0.1457096282051282,1,0.1916889141020626,744,Very Good,Approve,2164.781244737413
CL_03053,20700.0,3925,VENTURE,0.10160440821256041,0,0.2646236981486309,704,Good,Approve,623.1888091400257
CL_03054,27800.0,7986,PERSONAL,0.15605735611510793,0,0.23516143641481288,720,Good,Approve,1126.7995387252174
CL_03055,13300.0,32293,MEDICAL,1.4354602706766917,1,0.9052360491706812,352,Poor,Reject,17539.672641521287
CL_03056,17100.0,5819,PERSONAL,0.1956511140350877,0,0.34018783722443746,662,Fair,Approve,1187.7318148854008
CL_03057,115200.0,6371,EDUCATION,0.030906539496527774,0,0.4045645095826794,627,Fair,Approve,1546.4882943307503
CL_03058,55000.0,5703,VENTURE,0.06081471818181819,0,0.25096414483722324,711,Good,Approve,858.7491108040105
CL_03059,16000.0,12984,EDUCATION,0.440441625,1,0.514411099591386,567,Poor,Reject,4007.468230256733
CL_03060,74400.0,24096,DEBT_CONSOLIDATION,0.17584574193548388,0,0.19347682793320575,743,Very Good,Approve,2797.2105875271154
CL_03061,23800.0,23761,EDUCATION,0.5666199810924369,0,0.5778464639739938,532,Poor,Reject,8238.125898291639
CL_03062,53300.0,17741,EDUCATION,0.19446865384615386,0,0.30455908443399576,682,Good,Approve,3241.909630166111
CL_03063,52900.0,20781,VENTURE,0.21387930907372402,0,0.8050346534806706,407,Poor,Reject,10037.655080389088
CL_03064,98600.0,10280,MEDICAL,0.05637839756592292,0,0.08628403474892804,802,Exceptional,Approve,532.1999263313882
CL_03065,26300.0,1292,PERSONAL,0.027537285171102665,0,0.2493240508338732,712,Good,Approve,193.27600420641852
CL_03066,23300.0,6443,PERSONAL,0.14795395493562233,0,0.2941441443225676,688,Good,Approve,1137.1024331221818
CL_03067,7200.0,10182,VENTURE,0.82177225,1,0.8051567323412707,407,Poor,Reject,4918.863509219291
CL_03068,33800.0,3576,VENTURE,0.0601254674556213,0,0.3251549338042571,671,Good,Approve,697.652425970414
CL_03069,56100.0,1819,MEDICAL,0.018269439393939393,0,0.17535913405723302,753,Very Good,Approve,191.38695891006412
CL_03070,60900.0,21609,MEDICAL,0.20949020689655173,0,0.6449264951220544,495,Poor,Reject,8361.729979855483
CL_03071,77000.0,25313,DEBT_CONSOLIDATION,0.1906529136363636,0,0.3130272290096507,677,Good,Approve,4754.194948752773
CL_03072,43200.0,7712,PERSONAL,0.09572162962962963,0,0.20014421822675235,739,Good,Approve,926.1073265788284
CL_03073,49200.0,15857,PERSONAL,0.1793742550813008,1,0.7987093672137324,410,Poor,Reject,7599.080661544893
CL_03074,37800.0,28083,DEBT_CONSOLIDATION,0.40794643650793655,1,0.34946472782306526,657,Fair,Approve,5888.410770873085
CL_03075,55500.0,22072,VENTURE,0.23271046486486488,0,0.2341872603044671,721,Good,Approve,3101.3887256641187
CL_03076,20700.0,28565,PERSONAL,0.7989230314009661,0,0.6561099637018187,489,Poor,Reject,11245.06866788547
CL_03077,15600.0,6751,EDUCATION,0.24251669230769232,0,0.37803563458590156,642,Fair,Approve,1531.2711414536527
CL_03078,22100.0,30285,VENTURE,0.8040598981900452,1,0.6950084642145284,467,Poor,Reject,12628.998803242195
CL_03079,41300.0,6614,VENTURE,0.08900073849878934,0,0.15080713686614913,767,Very Good,Approve,598.4630419396262
CL_03080,16600.0,21740,MEDICAL,0.7664659638554218,0,0.6755080867485618,478,Poor,Reject,8811.32748354824
CL_03081,24800.0,21028,DEBT_CONSOLIDATION,0.4471841612903226,0,0.5391824175828948,553,Poor,Reject,6802.756726159866
CL_03082,25300.0,4207,VENTURE,0.08897888142292489,0,0.28814239786776313,691,Good,Approve,727.3290406978076
CL_03083,58100.0,3656,MEDICAL,0.036604048192771084,0,0.13167148553469316,777,Very Good,Approve,288.8345706689029
CL_03084,54000.0,18634,EDUCATION,0.1841315259259259,1,0.6862431771497328,472,Poor,Reject,7672.4732178048735
CL_03085,37900.0,27418,EDUCATION,0.4169127546174142,0,0.41317324515525256,622,Fair,Approve,6797.030421400029
CL_03086,47600.0,15158,PERSONAL,0.18445948529411765,0,0.24176308117550327,717,Good,Approve,2198.786870674967
CL_03087,48200.0,16096,DEBT_CONSOLIDATION,0.19189971784232365,0,0.3067592258718419,681,Good,Approve,2962.5578997799003
CL_03088,29200.0,27881,DEBT_CONSOLIDATION,0.5598638476027398,1,0.8970053650161994,356,Poor,Reject,15005.643949209994
CL_03089,26200.0,31109,MEDICAL,0.6689028683206106,1,0.5554046054117391,544,Poor,Reject,10366.849121852274
CL_03090,91300.0,20257,PERSONAL,0.13141534611171962,0,0.16005110343082196,761,Very Good,Approve,1945.2931213188963
CL_03091,8200.0,33720,DEBT_CONSOLIDATION,2.334493170731707,1,0.9935325153574023,303,Poor,Reject,20101.14985071096
CL_03092,23300.0,7567,PERSONAL,0.1828745793991416,0,0.3068301068474463,681,Good,Approve,1393.0700511087757
CL_03093,32100.0,4460,MEDICAL,0.07825146417445483,0,0.3211169974309049,673,Good,Approve,859.3090851251014
CL_03094,50800.0,27968,PERSONAL,0.3266970708661418,0,0.32463895325719166,671,Good,Approve,5447.701346818282
CL_03095,71800.0,31312,VENTURE,0.23693328133704739,0,0.6475427867103619,493,Poor,Reject,12165.51584248491
CL_03096,110600.0,29015,VENTURE,0.15141055379746837,0,0.1111812446657535,788,Very Good,Approve,1935.5542883861028
CL_03097,34400.0,6504,VENTURE,0.10270269767441861,0,0.6546652898498885,489,Poor,Reject,2554.7658271102046
CL_03098,35800.0,23446,VENTURE,0.34834992737430165,0,0.34857039579198207,658,Fair,Approve,4903.548899843287
CL_03099,45100.0,20553,EDUCATION,0.2718601363636364,0,0.33176505655962657,667,Fair,Approve,4091.2603244820025
