Client_ID,Age,Annual_Income,Years_Employed,Home_Ownership,Loan_Amount,Loan_Purpose,Interest_Rate,Credit_History_Length_Years,Previous_Defaults,Monthly_Income,Estimated_Monthly_Payment,DTI_Ratio,Default_On_File
CL_01922,45,40400.0,3,MORTGAGE,29826,VENTURE,7.72,12,0,3366.6666666666665,1338.6903,0.39763078217821785,0
CL_01923,73,67900.0,4,RENT,7337,DEBT_CONSOLIDATION,15.57,26,0,5658.333333333333,353.30712083333333,0.06244013917525774,0
CL_01924,62,27700.0,6,RENT,9146,EDUCATION,18.44,19,0,2308.3333333333335,451.35510000000005,0.19553289530685922,0
CL_01925,56,31400.0,4,RENT,14787,MEDICAL,16.46,20,0,2616.6666666666665,717.539175,0.2742187929936306,0
CL_01926,47,71300.0,19,RENT,32544,EDUCATION,9.7,26,1,5941.666666666667,1487.532,0.2503560168302945,0
CL_01927,58,10100.0,7,MORTGAGE,26598,PERSONAL,10.3,17,0,841.6666666666666,1222.39975,1.4523561386138615,1
CL_01928,27,43900.0,16,MORTGAGE,34166,EDUCATION,7.84,24,0,3658.3333333333335,1535.1922666666667,0.41964253302961274,0
CL_01929,25,29700.0,0,MORTGAGE,21354,EDUCATION,17.36,18,0,2475.0,1044.2106,0.4219032727272728,0
CL_01930,63,55700.0,17,MORTGAGE,27108,MEDICAL,6.61,3,0,4641.666666666667,1204.15995,0.2594240466786355,0
CL_01931,65,49400.0,11,OWN,23954,MEDICAL,18.55,13,0,4116.666666666667,1183.2277916666667,0.2874237550607287,0
CL_01932,71,23900.0,2,MORTGAGE,17727,EDUCATION,14.02,5,0,1991.6666666666667,842.1802250000001,0.4228519958158996,0
CL_01933,51,26800.0,19,MORTGAGE,10616,DEBT_CONSOLIDATION,13.83,25,0,2233.3333333333335,503.50803333333334,0.2254513582089552,0
CL_01934,43,9100.0,13,RENT,34371,MEDICAL,17.57,22,0,758.3333333333334,1683.7493625,2.2203288296703296,1
CL_01935,62,57000.0,15,RENT,14606,PERSONAL,15.01,19,0,4750.0,699.9316916666667,0.14735404035087718,0
CL_01936,30,41900.0,17,RENT,10782,DEBT_CONSOLIDATION,9.56,19,0,3491.6666666666665,492.19829999999996,0.1409637136038186,0
CL_01937,52,84000.0,9,MORTGAGE,31915,EDUCATION,10.24,8,1,7000.0,1465.9623333333336,0.2094231904761905,1
CL_01938,63,28600.0,14,RENT,23316,PERSONAL,7.6,20,0,2383.3333333333335,1045.334,0.43860167832167835,0
CL_01939,73,62900.0,9,RENT,7583,PERSONAL,11.96,16,0,5241.666666666667,353.74694999999997,0.06748749443561207,0
CL_01940,50,19100.0,0,OWN,3148,DEBT_CONSOLIDATION,6.65,5,0,1591.6666666666667,139.88925,0.08788853403141361,0
CL_01941,59,7200.0,18,MORTGAGE,7044,EDUCATION,14.8,4,0,600.0,336.93800000000005,0.5615633333333334,1
CL_01942,51,34300.0,1,OWN,4356,PERSONAL,7.54,27,0,2858.3333333333335,195.1851,0.06828633236151603,0
CL_01943,38,25800.0,12,OWN,6188,MEDICAL,17.96,25,0,2150.0,304.1402,0.14146055813953487,0
CL_01944,56,19300.0,15,RENT,1385,MEDICAL,15.51,16,0,1608.3333333333333,66.65889583333333,0.041445945595854926,0
CL_01945,22,62200.0,7,OWN,16811,DEBT_CONSOLIDATION,18.37,24,0,5183.333333333333,829.1325291666667,0.15996125964630226,0
CL_01946,34,75000.0,2,RENT,5233,MEDICAL,6.31,14,0,6250.0,231.80009583333333,0.037088015333333335,0
CL_01947,33,38700.0,18,OWN,29919,VENTURE,16.98,13,1,3225.0,1458.301925,0.4521866434108527,1
CL_01948,49,32500.0,13,MORTGAGE,7246,EDUCATION,18.21,23,0,2708.3333333333335,356.8956916666666,0.13177687076923075,0
CL_01949,32,37700.0,10,MORTGAGE,2735,PERSONAL,5.67,20,0,3141.6666666666665,120.41977083333332,0.038329900530503974,0
CL_01950,59,24500.0,11,MORTGAGE,19941,PERSONAL,19.99,25,0,2041.6666666666667,996.9669125,0.48831032448979594,0
CL_01951,22,50900.0,10,MORTGAGE,14686,DEBT_CONSOLIDATION,9.51,27,0,4241.666666666667,670.1099416666667,0.1579826974459725,0
CL_01952,52,14400.0,10,MORTGAGE,34946,DEBT_CONSOLIDATION,8.18,8,0,1200.0,1575.1909500000002,1.3126591250000001,1
CL_01953,33,19100.0,17,OWN,15422,PERSONAL,11.22,24,0,1591.6666666666667,714.6811833333335,0.4490143560209425,0
CL_01954,66,22600.0,9,OWN,34647,MEDICAL,5.13,26,0,1883.3333333333333,1517.6829624999998,0.805849360619469,0
CL_01955,47,50300.0,15,MORTGAGE,18889,DEBT_CONSOLIDATION,18.29,18,0,4191.666666666667,930.9915875,0.22210534890656064,0
CL_01956,69,30300.0,7,MORTGAGE,4657,VENTURE,9.03,5,1,2525.0,211.5636291666667,0.08378757590759077,0
CL_01957,61,82100.0,5,RENT,11497,DEBT_CONSOLIDATION,12.82,6,0,6841.666666666667,540.4548083333334,0.07899461266747869,0
CL_01958,37,58800.0,18,OWN,17656,MEDICAL,14.35,6,0,4900.0,841.2348333333333,0.1716805782312925,0
CL_01959,60,22500.0,12,MORTGAGE,18990,EDUCATION,16.87,25,0,1875.0,924.733875,0.4931914,1
CL_01960,51,53100.0,14,OWN,28427,VENTURE,8.75,20,0,4425.0,1288.0984375,0.2910956920903955,0
CL_01961,54,28400.0,12,MORTGAGE,2324,DEBT_CONSOLIDATION,15.76,23,0,2366.6666666666665,112.09426666666667,0.04736377464788733,0
CL_01962,44,48200.0,0,RENT,11249,EDUCATION,6.76,25,1,4016.6666666666665,500.3930166666667,0.12457917427385894,1
CL_01963,65,60500.0,1,RENT,21286,EDUCATION,15.56,21,0,5041.666666666667,1024.9208999999998,0.20329009586776856,0
CL_01964,55,70900.0,12,RENT,24594,PERSONAL,18.79,27,0,5908.333333333333,1217.3005249999999,0.20603111847672778,0
CL_01965,68,41000.0,1,MORTGAGE,20506,MEDICAL,6.28,22,0,3416.6666666666665,908.0740333333333,0.26577776585365853,1
CL_01966,26,94900.0,10,RENT,27730,PERSONAL,6.75,17,0,7908.333333333333,1233.4072916666667,0.15596298735511066,0
CL_01967,39,47300.0,12,MORTGAGE,19113,MEDICAL,13.36,29,0,3941.6666666666665,902.7706999999999,0.22903273572938687,0
CL_01968,50,39400.0,9,RENT,3894,EDUCATION,5.7,23,0,3283.3333333333335,171.49824999999998,0.0522329695431472,0
CL_01969,27,30300.0,14,RENT,28939,DEBT_CONSOLIDATION,7.81,16,0,2525.0,1299.9639958333335,0.5148372260726073,1
CL_01970,30,24900.0,0,RENT,13616,MEDICAL,7.85,5,0,2075.0,611.869,0.2948766265060241,0
CL_01971,61,46700.0,13,RENT,32928,MEDICAL,12.22,20,0,3891.6666666666665,1539.6584000000003,0.3956295674518202,0
CL_01972,52,38600.0,9,RENT,20059,EDUCATION,8.73,3,0,3216.6666666666665,908.7562791666666,0.28251490544041447,0
CL_01973,54,42500.0,17,MORTGAGE,19323,VENTURE,12.13,1,0,3541.6666666666665,902.7866625,0.2549044694117647,0
CL_01974,48,48500.0,10,RENT,30149,EDUCATION,12.82,5,0,4041.6666666666665,1417.2542416666668,0.3506608432989691,1
CL_01975,35,42400.0,6,RENT,28189,EDUCATION,15.96,3,0,3533.3333333333335,1361.9985166666668,0.3854712783018868,0
CL_01976,50,121500.0,14,OWN,15640,MEDICAL,19.19,24,0,10125.0,776.7215,0.07671323456790123,0
CL_01977,57,26500.0,2,RENT,5570,EDUCATION,12.56,28,1,2208.3333333333335,261.233,0.11829418867924528,1
CL_01978,49,47100.0,1,OWN,21890,PERSONAL,10.33,16,0,3925.0,1006.3015416666666,0.2563825583864119,0
CL_01979,42,31700.0,7,OWN,21462,EDUCATION,8.88,16,1,2641.6666666666665,973.6594,0.36857769085173503,1
CL_01980,24,8300.0,7,MORTGAGE,9127,DEBT_CONSOLIDATION,14.52,29,0,691.6666666666666,435.5100166666667,0.6296530361445783,0
CL_01981,40,32300.0,10,MORTGAGE,17712,EDUCATION,19.14,4,0,2691.6666666666665,879.2532,0.3266575356037152,0
CL_01982,52,20700.0,15,RENT,13462,EDUCATION,16.47,3,0,1725.0,653.2996416666667,0.37872442995169087,0
CL_01983,56,34900.0,1,MORTGAGE,11397,DEBT_CONSOLIDATION,8.09,12,0,2908.3333333333335,513.2923875,0.17649021919770774,0
CL_01984,70,35700.0,4,MORTGAGE,22101,VENTURE,18.4,17,1,2975.0,1090.316,0.3664927731092437,1
CL_01985,24,45800.0,6,RENT,6600,VENTURE,16.03,12,0,3816.6666666666665,319.0825,0.08360240174672488,0
CL_01986,47,26400.0,19,RENT,1381,VENTURE,6.92,10,0,2200.0,61.52355,0.02796525,0
CL_01987,37,28500.0,12,OWN,12784,PERSONAL,15.69,2,1,2375.0,616.2420666666667,0.2594703438596491,1
CL_01988,32,55300.0,1,RENT,16024,DEBT_CONSOLIDATION,9.34,10,0,4608.333333333333,730.0267333333333,0.15841448101265823,0
CL_01989,42,22300.0,2,MORTGAGE,10625,PERSONAL,12.37,2,0,1858.3333333333333,497.4713541666667,0.2676975896860987,0
CL_01990,37,12100.0,8,MORTGAGE,29017,PERSONAL,9.5,17,0,1008.3333333333334,1323.900625,1.3129592975206612,0
CL_01991,30,39900.0,9,RENT,28980,PERSONAL,6.26,24,0,3325.0,1283.0895,0.3858915789473684,0
CL_01992,74,69000.0,12,RENT,13436,DEBT_CONSOLIDATION,16.53,5,0,5750.0,652.3737833333333,0.11345631014492753,0
CL_01993,21,54900.0,12,RENT,7747,MEDICAL,17.43,2,1,4575.0,379.0542541666667,0.0828533888888889,1
CL_01994,42,40300.0,4,MORTGAGE,19583,MEDICAL,8.48,24,0,3358.3333333333335,885.1516,0.2635687146401985,0
CL_01995,46,76900.0,6,RENT,20916,VENTURE,8.59,14,0,6408.333333333333,946.3618500000001,0.14767675162548768,0
CL_01996,38,69500.0,16,MORTGAGE,30047,PERSONAL,11.45,10,0,5791.666666666667,1395.3075625000001,0.24091641366906477,0
CL_01997,70,29800.0,14,MORTGAGE,9787,VENTURE,17.17,15,0,2483.3333333333335,477.8094958333333,0.1924065083892617,1
CL_01998,34,42100.0,4,OWN,9038,PERSONAL,6.16,5,0,3508.3333333333335,399.7808666666667,0.11395179097387174,0
CL_01999,67,43200.0,6,RENT,4910,VENTURE,17.13,26,0,3600.0,239.62845833333333,0.06656346064814815,0
CL_02000,49,34500.0,1,MORTGAGE,9162,EDUCATION,18.84,14,0,2875.0,453.67170000000004,0.15779885217391307,0
CL_02001,32,71700.0,17,RENT,12262,DEBT_CONSOLIDATION,13.42,21,0,5975.0,579.4816833333333,0.09698438214783821,0
CL_02002,56,33100.0,9,RENT,33298,PERSONAL,5.91,18,0,2758.3333333333335,1469.4129916666664,0.5327177009063443,0
CL_02003,55,26900.0,0,RENT,31270,PERSONAL,9.04,24,1,2241.6666666666665,1420.7003333333334,0.6337696654275093,1
CL_02004,72,7700.0,13,MORTGAGE,20700,PERSONAL,6.67,13,0,641.6666666666666,920.02875,1.433811038961039,1
CL_02005,32,22500.0,18,OWN,24801,DEBT_CONSOLIDATION,8.89,13,0,1875.0,1125.2420375,0.6001290866666666,0
CL_02006,27,16500.0,15,RENT,16856,EDUCATION,17.18,3,1,1375.0,822.9942,0.5985412363636363,1
CL_02007,49,35400.0,18,MORTGAGE,14363,MEDICAL,5.84,4,0,2950.0,633.4082999999999,0.21471467796610166,0
CL_02008,31,17100.0,5,RENT,21968,DEBT_CONSOLIDATION,9.26,5,0,1425.0,1000.0931999999999,0.7018197894736842,0
CL_02009,53,52300.0,11,MORTGAGE,13052,EDUCATION,12.75,10,0,4358.333333333333,613.1720833333333,0.1406895793499044,0
CL_02010,26,70600.0,2,RENT,28789,VENTURE,18.11,25,0,5883.333333333333,1416.7786625,0.24081223725212467,0
CL_02011,67,35600.0,6,MORTGAGE,14683,PERSONAL,8.75,29,0,2966.6666666666665,665.3234375,0.224266327247191,0
CL_02012,35,20100.0,2,MORTGAGE,9172,PERSONAL,16.67,2,0,1675.0,445.87385,0.2661933432835821,0
CL_02013,52,43100.0,16,MORTGAGE,23168,MEDICAL,13.75,24,1,3591.6666666666665,1098.0666666666666,0.30572621809744777,0
CL_02014,71,113100.0,14,RENT,16698,VENTURE,15.15,21,0,9425.0,801.156125,0.0850033023872679,0
CL_02015,31,93900.0,18,MORTGAGE,12784,EDUCATION,17.93,27,1,7825.0,628.1738,0.08027780191693291,1
CL_02016,43,15600.0,18,MORTGAGE,32472,VENTURE,5.4,9,0,1300.0,1426.0620000000001,1.0969707692307693,1
CL_02017,46,15300.0,10,RENT,32726,VENTURE,12.95,9,0,1275.0,1540.167375,1.2079744117647058,1
CL_02018,54,13100.0,19,RENT,25548,MEDICAL,16.21,10,0,1091.6666666666667,1237.05545,1.1331805648854962,1
CL_02019,66,18400.0,1,OWN,29131,EDUCATION,18.27,12,0,1533.3333333333333,1435.5514041666668,0.9362291766304349,1
CL_02020,54,42200.0,6,OWN,13451,MEDICAL,6.99,15,1,3516.6666666666665,599.6343708333334,0.17051214336492893,1
CL_02021,49,26000.0,18,RENT,18358,EDUCATION,10.12,3,1,2166.6666666666665,842.3262333333333,0.38876595384615387,1
CL_02022,24,22000.0,6,MORTGAGE,7276,DEBT_CONSOLIDATION,6.18,28,0,1833.3333333333333,321.9023666666667,0.1755831090909091,0
CL_02023,37,67700.0,9,MORTGAGE,7224,DEBT_CONSOLIDATION,17.52,9,0,5641.666666666667,353.7352,0.06270047858197932,0
CL_02024,55,49900.0,11,OWN,9184,PERSONAL,17.86,7,0,4158.333333333333,451.0109333333333,0.10845954308617234,0
CL_02025,33,13100.0,17,OWN,22555,MEDICAL,12.25,25,0,1091.6666666666667,1054.9161458333335,0.9663354007633589,0
CL_02026,61,65400.0,5,MORTGAGE,27107,DEBT_CONSOLIDATION,5.31,23,0,5450.0,1189.4325708333333,0.21824450840978593,0
CL_02027,59,49200.0,19,RENT,21200,VENTURE,6.53,16,0,4100.0,941.0149999999999,0.22951585365853655,0
CL_02028,35,49900.0,7,MORTGAGE,16308,VENTURE,14.37,24,0,4158.333333333333,777.14415,0.186888372745491,0
CL_02029,49,25800.0,4,MORTGAGE,6133,DEBT_CONSOLIDATION,19.74,4,0,2150.0,305.98559166666666,0.14231887984496125,0
CL_02030,49,32500.0,2,OWN,14696,MEDICAL,17.58,14,0,2708.3333333333335,719.9815333333332,0.26583933538461535,0
CL_02031,31,11100.0,1,RENT,15048,PERSONAL,16.97,5,0,925.0,733.4019,0.7928669189189189,1
CL_02032,72,61100.0,5,MORTGAGE,16560,VENTURE,11.27,16,0,5091.666666666667,767.763,0.15078815057283143,0
CL_02033,52,19900.0,6,MORTGAGE,11404,PERSONAL,19.78,28,0,1658.3333333333333,569.1546333333333,0.34320882412060305,0
CL_02034,22,21500.0,7,RENT,13848,VENTURE,17.37,22,0,1791.6666666666667,677.2249,0.3779859906976744,0
CL_02035,67,21400.0,3,MORTGAGE,32876,EDUCATION,10.03,20,0,1783.3333333333333,1507.2276166666668,0.8451743644859814,1
CL_02036,34,107000.0,11,RENT,9773,DEBT_CONSOLIDATION,16.23,14,0,8916.666666666666,473.2982458333334,0.05308017710280375,1
CL_02037,40,24300.0,11,MORTGAGE,17243,MEDICAL,11.49,13,0,2025.0,801.0091958333334,0.39556009670781894,0
CL_02038,42,63900.0,16,MORTGAGE,7262,VENTURE,14.91,24,0,5325.0,347.69850833333334,0.0652954945226917,0
CL_02039,31,35800.0,18,OWN,8818,DEBT_CONSOLIDATION,19.55,29,0,2983.3333333333335,439.246625,0.14723350558659218,0
CL_02040,47,22100.0,8,OWN,17114,PERSONAL,8.7,14,0,1841.6666666666667,775.1215833333332,0.4208804977375565,1
CL_02041,23,19800.0,11,RENT,16028,MEDICAL,16.93,5,1,1650.0,780.8975166666668,0.4732712222222223,1
CL_02042,37,24900.0,16,RENT,20941,MEDICAL,13.86,19,0,2075.0,993.4759416666667,0.47878358634538154,1
CL_02043,64,34700.0,9,MORTGAGE,23065,DEBT_CONSOLIDATION,19.25,17,0,2891.6666666666665,1146.0421875,0.3963258285302594,0
CL_02044,48,52100.0,18,MORTGAGE,17614,DEBT_CONSOLIDATION,7.02,1,1,4341.666666666667,785.4376166666667,0.18090693666026872,1
CL_02045,49,27400.0,10,OWN,19267,DEBT_CONSOLIDATION,15.8,29,0,2283.3333333333335,929.6327499999999,0.4071384306569342,0
CL_02046,41,26800.0,19,RENT,11103,EDUCATION,5.56,29,1,2233.3333333333335,488.34695000000005,0.21866281343283583,0
CL_02047,67,21400.0,12,OWN,7031,EDUCATION,8.7,24,0,1783.3333333333333,318.44570833333336,0.17856768691588787,0
CL_02048,36,17700.0,3,MORTGAGE,5176,MEDICAL,9.81,19,1,1475.0,236.8235666666667,0.16055835028248588,0
CL_02049,57,16900.0,14,RENT,11147,DEBT_CONSOLIDATION,11.48,11,0,1408.3333333333333,517.77815,0.367653124260355,0
CL_02050,40,65700.0,11,RENT,3266,EDUCATION,19.48,10,0,5475.0,162.59236666666666,0.02969723592085236,0
CL_02051,26,26400.0,9,OWN,18035,MEDICAL,6.01,4,0,2200.0,796.6209791666666,0.36210044507575756,0
CL_02052,39,27900.0,6,MORTGAGE,15775,VENTURE,7.53,23,0,2325.0,706.7857291666666,0.30399386200716844,0
CL_02053,25,24300.0,1,OWN,3755,DEBT_CONSOLIDATION,8.05,17,0,2025.0,169.05322916666668,0.08348307613168725,0
CL_02054,23,30000.0,6,MORTGAGE,21432,EDUCATION,11.36,22,0,2500.0,994.4447999999999,0.39777791999999995,0
CL_02055,21,45400.0,7,RENT,31459,MEDICAL,5.91,17,0,3783.3333333333335,1388.2594541666665,0.3669408248898678,0
CL_02056,58,27100.0,18,MORTGAGE,14559,DEBT_CONSOLIDATION,19.48,16,0,2258.3333333333335,724.7955500000002,0.32094267896678974,0
CL_02057,35,40500.0,5,RENT,18561,MEDICAL,13.4,19,0,3375.0,877.00725,0.259854,0
CL_02058,54,85000.0,7,MORTGAGE,16381,VENTURE,17.2,20,0,7083.333333333333,799.9388333333333,0.11293254117647059,0
CL_02059,55,22200.0,19,RENT,26618,MEDICAL,16.59,27,1,1850.0,1293.0802583333332,0.6989623018018017,1
CL_02060,69,27900.0,3,MORTGAGE,19940,MEDICAL,14.91,14,1,2325.0,954.7105833333334,0.4106282078853047,1
CL_02061,45,53400.0,19,MORTGAGE,12876,VENTURE,18.57,23,0,4450.0,636.1280499999999,0.1429501235955056,0
CL_02062,44,89200.0,8,RENT,12127,PERSONAL,18.54,16,0,7433.333333333333,598.9727416666667,0.08057929260089687,0
CL_02063,32,17200.0,4,RENT,8596,DEBT_CONSOLIDATION,6.92,2,0,1433.3333333333333,382.9518,0.2671756744186047,0
CL_02064,38,13100.0,5,MORTGAGE,19468,VENTURE,18.53,8,0,1091.6666666666667,961.4758499999999,0.8807412366412213,1
CL_02065,35,36300.0,18,OWN,19855,VENTURE,12.86,6,0,3025.0,933.681375,0.308655,0
CL_02066,64,34100.0,11,MORTGAGE,22162,DEBT_CONSOLIDATION,9.02,10,1,2841.6666666666665,1006.70885,0.3542670439882698,1
CL_02067,36,55300.0,4,MORTGAGE,31467,MEDICAL,14.13,2,0,4608.333333333333,1496.3869625,0.3247132649186257,0
CL_02068,47,50400.0,4,RENT,19769,EDUCATION,9.21,19,0,4200.0,899.5718708333334,0.2141837787698413,0
CL_02069,28,35600.0,17,RENT,9157,DEBT_CONSOLIDATION,12.19,4,0,2966.6666666666665,428.0515958333333,0.1442870547752809,0
CL_02070,66,68200.0,5,MORTGAGE,1918,VENTURE,17.25,6,0,5683.333333333333,93.70229166666665,0.016487206744868033,0
CL_02071,45,24100.0,8,MORTGAGE,16102,MEDICAL,5.48,13,0,2008.3333333333333,707.6828999999999,0.3523732282157676,0
CL_02072,37,41200.0,10,MORTGAGE,5747,PERSONAL,7.75,1,1,3433.3333333333335,258.01635416666664,0.07515039441747572,1
CL_02073,49,17500.0,13,MORTGAGE,31275,MEDICAL,19.35,5,0,1458.3333333333333,1555.2796875000001,1.0664775000000002,1
CL_02074,73,35400.0,1,MORTGAGE,28571,EDUCATION,11.68,24,1,2950.0,1329.5038666666667,0.4506792768361582,1
CL_02075,28,15100.0,13,RENT,22965,MEDICAL,9.55,28,0,1258.3333333333333,1048.2565625,0.8330515728476822,1
CL_02076,35,18600.0,18,RENT,9567,EDUCATION,18.85,7,0,1550.0,473.7658125,0.3056553629032258,0
CL_02077,47,101300.0,9,RENT,25007,PERSONAL,18.67,14,0,8441.666666666666,1236.4919541666668,0.14647486130306026,0
CL_02078,66,12200.0,4,RENT,7550,PERSONAL,5.66,27,0,1016.6666666666666,332.38875,0.3269397540983607,1
CL_02079,70,31900.0,3,OWN,19487,MEDICAL,10.44,19,0,2658.3333333333335,896.7267833333334,0.33732668965517243,0
CL_02080,72,59700.0,6,MORTGAGE,32194,DEBT_CONSOLIDATION,18.69,11,0,4975.0,1592.1274416666668,0.3200256164154104,0
CL_02081,27,137700.0,12,MORTGAGE,23019,DEBT_CONSOLIDATION,7.7,18,0,11475.0,1032.977625,0.09001983660130719,0
CL_02082,23,40400.0,9,OWN,23300,DEBT_CONSOLIDATION,13.67,18,1,3366.6666666666665,1103.54625,0.3277860148514852,1
CL_02083,49,41800.0,9,OWN,25592,PERSONAL,9.81,26,0,3483.3333333333335,1170.9406333333334,0.3361552057416268,0
CL_02084,64,37200.0,3,MORTGAGE,34200,EDUCATION,16.05,21,0,3100.0,1653.7125000000003,0.5334556451612904,0
CL_02085,73,68500.0,15,OWN,34004,VENTURE,7.37,24,0,5708.333333333333,1521.2539500000003,0.2664970423357665,0
CL_02086,44,47100.0,14,RENT,1306,MEDICAL,13.94,6,0,3925.0,62.00235,0.015796777070063696,0
CL_02087,23,25700.0,10,OWN,13720,EDUCATION,5.0,6,0,2141.6666666666665,600.25,0.28027237354085605,0
CL_02088,40,70900.0,18,RENT,33791,VENTURE,8.79,7,0,5908.333333333333,1531.7178708333333,0.25924703032440055,0
CL_02089,66,27500.0,2,MORTGAGE,18335,PERSONAL,7.43,17,0,2291.6666666666665,820.7204375,0.35813255454545456,1
CL_02090,35,13900.0,14,RENT,6407,VENTURE,8.15,19,0,1158.3333333333333,288.71543749999995,0.24925073741007192,0
CL_02091,45,13900.0,15,OWN,1414,PERSONAL,17.91,27,0,1158.3333333333333,69.46864166666667,0.05997292805755396,0
CL_02092,50,32200.0,13,RENT,26999,PERSONAL,18.72,5,0,2683.3333333333335,1335.5505333333333,0.49772069565217386,0
CL_02093,34,38600.0,4,MORTGAGE,5971,EDUCATION,16.33,7,0,3216.6666666666665,289.41934583333335,0.08997492616580312,0
CL_02094,27,64400.0,16,MORTGAGE,16145,DEBT_CONSOLIDATION,13.85,6,0,5366.666666666667,765.8784375,0.14271026785714286,0
CL_02095,37,53300.0,17,MORTGAGE,5985,DEBT_CONSOLIDATION,8.46,17,1,4441.666666666667,270.472125,0.060894287054409,0
CL_02096,64,38100.0,18,MORTGAGE,25353,EDUCATION,9.12,25,0,3175.0,1152.7164,0.3630602834645669,0
CL_02097,40,66600.0,0,MORTGAGE,8650,MEDICAL,9.65,29,1,5550.0,395.19687500000003,0.07120664414414415,0
CL_02098,56,36600.0,8,MORTGAGE,22754,PERSONAL,16.66,19,0,3050.0,1106.0340166666667,0.3626341038251366,0
CL_02099,29,16700.0,13,RENT,13964,MEDICAL,8.79,12,1,1391.6666666666667,632.9764833333334,0.4548334011976048,1
CL_02100,58,14700.0,19,RENT,32572,PERSONAL,19.6,7,0,1225.0,1623.1713333333335,1.325037823129252,0
CL_02101,68,78200.0,19,RENT,23905,PERSONAL,16.95,12,0,6516.666666666667,1164.8707291666667,0.1787525415601023,0
CL_02102,42,9400.0,10,OWN,28767,DEBT_CONSOLIDATION,20.0,17,0,783.3333333333334,1438.3500000000001,1.8361914893617022,1
CL_02103,74,32200.0,1,MORTGAGE,22841,DEBT_CONSOLIDATION,11.89,15,0,2683.3333333333335,1064.8664541666667,0.3968446413043478,0
CL_02104,73,217300.0,19,RENT,17833,PERSONAL,13.84,16,0,18108.333333333332,845.8786333333334,0.04671211965025311,0
CL_02105,73,47800.0,4,MORTGAGE,28752,DEBT_CONSOLIDATION,9.21,1,0,3983.3333333333335,1308.3358,0.32845250209205024,0
CL_02106,22,32000.0,14,MORTGAGE,14137,DEBT_CONSOLIDATION,14.06,11,0,2666.6666666666665,671.8609250000001,0.25194784687500005,0
CL_02107,44,13200.0,11,RENT,24012,VENTURE,19.61,1,0,1100.0,1196.69805,1.0879073181818182,0
CL_02108,28,95800.0,13,MORTGAGE,13708,VENTURE,5.46,13,0,7983.333333333333,602.3523666666666,0.07545123590814196,0
CL_02109,31,75200.0,10,RENT,16051,PERSONAL,9.34,28,1,6266.666666666667,731.2568083333332,0.11668991622340423,0
CL_02110,33,54800.0,8,MORTGAGE,28175,DEBT_CONSOLIDATION,9.22,20,0,4566.666666666667,1282.1972916666666,0.28077312956204376,0
CL_02111,37,36300.0,19,MORTGAGE,20335,VENTURE,19.74,17,0,3025.0,1014.5470416666667,0.3353874517906336,0
CL_02112,28,51200.0,7,RENT,2537,MEDICAL,6.99,29,0,4266.666666666667,113.09734583333335,0.0265071904296875,0
CL_02113,41,33200.0,11,OWN,6687,PERSONAL,17.19,16,0,2766.6666666666665,326.52063749999996,0.11801950753012047,0
CL_02114,38,20300.0,2,RENT,17352,PERSONAL,9.12,17,0,1691.6666666666667,788.9375999999999,0.46636705418719204,1
CL_02115,50,64500.0,14,RENT,6060,MEDICAL,17.91,25,0,5375.0,297.72275,0.05539027906976744,0
CL_02116,38,35200.0,7,OWN,28981,PERSONAL,12.32,14,0,2933.3333333333335,1356.3108,0.46237868181818176,0
CL_02117,66,49700.0,6,RENT,10479,DEBT_CONSOLIDATION,8.63,24,0,4141.666666666667,474.3057375,0.1145205,0
CL_02118,67,33800.0,16,RENT,30523,VENTURE,15.65,5,0,2816.6666666666665,1470.8270625000002,0.5221871227810652,1
CL_02119,51,47900.0,11,RENT,27814,EDUCATION,17.62,13,0,3991.6666666666665,1363.1177833333334,0.3414908851774531,0
CL_02120,58,36000.0,19,MORTGAGE,11065,VENTURE,12.05,18,0,3000.0,516.5971875,0.1721990625,0
CL_02121,52,34400.0,17,RENT,26820,MEDICAL,15.71,7,0,2866.6666666666665,1293.05925,0.45106718023255815,1
CL_02122,31,37000.0,17,MORTGAGE,11438,EDUCATION,7.72,28,0,3083.3333333333335,513.3755666666666,0.16650018378378376,0
CL_02123,65,214600.0,14,RENT,23871,DEBT_CONSOLIDATION,19.06,17,0,17883.333333333332,1184.200525,0.06621810950605779,0
CL_02124,45,58800.0,2,RENT,20661,DEBT_CONSOLIDATION,6.45,11,0,4900.0,916.4014375,0.18702070153061226,1
CL_02125,53,171400.0,18,MORTGAGE,19405,VENTURE,8.33,25,0,14283.333333333334,875.8931875,0.0613227435822637,0
CL_02126,58,36100.0,14,RENT,2396,PERSONAL,9.33,17,0,3008.3333333333335,109.14778333333334,0.03628181163434903,0
CL_02127,61,30200.0,15,MORTGAGE,1173,PERSONAL,7.29,19,0,2516.6666666666665,52.4379875,0.020836286423841062,0
CL_02128,28,19100.0,16,MORTGAGE,16913,MEDICAL,11.1,6,0,1591.6666666666667,782.9309583333334,0.4918937958115183,1
CL_02129,31,95000.0,0,OWN,24935,PERSONAL,11.87,20,0,7916.666666666667,1162.2826875,0.1468146552631579,0
CL_02130,42,21100.0,10,RENT,12080,DEBT_CONSOLIDATION,12.78,18,0,1758.3333333333333,567.6593333333333,0.32283943127962084,0
CL_02131,71,107600.0,5,MORTGAGE,20462,EDUCATION,5.61,21,0,8966.666666666666,900.4132583333334,0.10041783550185875,0
